rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Manuel Dias,POR,2.30.38,,1,Lisboa,Mar 28
2,Jack Gibson,RSA,2.30.45,,1,Bloemfontein,Mar 27
3,Johannes Coleman,RSA,2.32.08,,1,Pietermaritzburg,Nov 6
4,Walter Young,CAN,2.33.20,,1,Boston,Apr 19
5,Pat Dengis,USA,2.33.44,,1,Port Chester,Oct 12
6,Choshun Ryu,JPN,2.34.17,,1,Tokyo,Nov 1
7,Toshio Kawaguchi,JPN,2.35.07,,2,Tokyo,Nov 1
8,Shigekazu Kabasawa,JPN,2.35.28,,3,Tokyo,Nov 1
9,Väinö Muinonen,FIN,2.35.44,,1,Viipuri,Aug 8
10,Fusashige Suzuki,JPN,2.35.58,,1,Tokyo,Nov 28
11,Shin-ichi Nakamura,JPN,2.36.09,,1,Nishinomiya,Sep 11
12,Yojiro Matsuya,JPN,2.36.42,,1,Tokyo,Nov 03
13,Stanislaw Przybylko,POL,2.37.02,,1,Lódz,Sep 12
14,Donald McNab Robertson,GBR,2.37.19,,1,London,Jul 17
15,Hardy Ballington,RSA,2.37.29,,2,Pietermaritzburg,Nov 06
16,Nobaru Hikoe,JPN,2.37.38,,2,Tokyo,Nov 03
17,Wilhelm Borgsen,GER,2.38.30,,1,Weilburg,Sep 19
18,John A. Kelley,USA,2.39.03,,2,Boston,Apr 19
19,Katsumi Hama,JPN,2.39.31,,1,Tokyo,Oct 10
20,Leslie Pawson,USA,2.39.35,,2,Port Chester,Oct 12
21,Stylianos Kyriakidis,GRE,2.40.10,,2,London,Jul 17
22,Aurelio Genghini,ITA,2.40.13,,1,Ferrara,Aug 01
23,Fritz Rutschmann,SUI,2.40.25,,1,Zürich,Oct 24
24,Willi Trapp,GER,2.41.13,,2,Weilburg,Sep 19
25,James Bartlett,CAN,2.41.30,,1,Toronto,Sep 18
