rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Steve Jones,GBR,2.08.05,,1,Chicago,Oct 21
2,Carlos Lopes,POR,2.09.06,,2,Chicago,Oct 21
3,Robert de Castella,AUS,2.09.09,,3,Chicago,Oct 21
4,Jörg Peter,GDR,2.09.14,,1,Grünau,Jul 21
5,Michael Heilmann,GDR,2.09.30,,2,Grünau,Jul 21
6,Ernest Seleke,RSA,2.09.41,,1,Port Elizabeth,Mar 31
7,John Treacy,IRL,2.09.56,,2,Los Angeles,Aug 12
8,Charles Spedding,GBR,2.09.57,,1,London,May 13
9,Takeyuki Nakayama,JPN,2.10.00,,1,Fukuoka,Dec 2
10,Gabriel Kamau,KEN,2.10.05,,4,Chicago,Oct 21
11,Geoff Smith,GBR,2.10.08,,5,Chicago,Oct 21
12,Simeon Kigen,KEN,2.10.18,,1,San Francisco,Aug 19
13,Gidamis Shahanga,TAN,2.10.19,,1,Los Angeles,Feb 19
14,Martin Pitayo,MEX,2.10.29,,6,Chicago,Oct 21
15,Dereje Nedi,ETH,2.10.32,,1,Moscow,Aug 18
16,Taisuke Kodama,JPN,2.10.36,,2,Fukuoka,Dec 02
17,Joseph Nzau,KEN,2.10.40,,2,Los Angeles,Feb 19
18,Yakov Tolstikov,URS,2.10.48,,1,Moscow,Aug 18
19,Juma Ikangaa,TAN,2.10.49,,1,Tokyo,Feb 12
20,Gerard Nijboer,NED,2.10.53,,3,Los Angeles,Feb 19
21,Takeshi Soh,JPN,2.10.55,,4,Los Angeles,Aug 12
22,Jesus Herrera,MEX,2.11.00,,4,Los Angeles,Feb 19
23,Gianni Poli,ITA,2.11.05,,1,Milan,Apr 28
24,Santiago de la Parte,ESP,2.11.10,,3,Tokyo,Feb 12
25,Ralf Salzmann,FRG,2.11.21,,4,Tokyo,Feb 12
