rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gabriel Ruotsalainen,FIN,2.46.26,,1,Helsinki,Sep 10
2,Albert Robert Mills,GBR,2.47.30,,1,London,Jun 10
3,Chojiro Nishida,JPN,2.48.10,,1,Tokyo,Nov 5
4,Angelo Malvicini,ITA,2.54.34,,2,London,Jun 10
5,Amar Alim Said Arbidi II,FRA,2.54.35,,1,Paris,Aug 20
6,Hennig Waldemar Karlsson,SWE,2.55.22,,1,Chicago,Jun 24
7,Verner Laaksonen,FIN,2.56.03,,2,Helsinki,Sep 10
8,Axel Jensen,DEN,2.56.08,,3,London,Jun 10
9,Manuel Plaza,CHI,2.57.30,,1,Rio de Janeiro,Sep 16
10,Charles Mellor,USA,2.58.35,,2,Chicago,Jun 24
11,Max Wils,GER,2.58.44,,1,Berlin,Jul 02
12,Luis Celis,CHI,2.59.00,,2,Rio de Janeiro,Sep 16
13,Ernie Leatherland,GBR,2.59.09,,4,London,Jun 10
14,Eddie Bryant,GBR,2.59.22,,5,London,Jun 10
15,Ernst Albrecht,GER,3.00.15,,2,Berlin,Jul 02
16,Giuseppe Bausola,ITA,3.01.47,,1,Turin,Oct 01
17,Giacomo Ferraris,ITA,3.02.12,,2,Turin,Oct 01
18,Matheus Marcondes,BRA,3.03.00,,3,Rio de Janeiro,Sep 16
19,Mario Mangiante,ITA,3.03.30,,1,Voltri,Dec 03
20,Valde Duvelin,FIN,3.03.43,,3,Helsinki,Sep 10
21,Joseph Marien,BEL,3.04.09,,4,Torino,Oct 01
22,Secondo Scaglia,ITA,3.04.55,,2,Voltri,Dec 03
