rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Bernard Joe Smith,USA,2.26.51,sh,1,Boston,Apr 19
2,Louis Gregory,USA,2.28.04,sh,2,Boston,Apr 19
3,Zaiten Kimoto,JPN,2.31.38,,1,Tokyo,Nov 2
4,Yasuo Kawata,JPN,2.32.38,,2,Tokyo,Nov 2
5,Eiryu Chi,JPN,2.34.27,,3,Tokyo,Nov 2
6,Tohiyuki Furukawa,JPN,2.35.08,,4,Tokyo,Nov 2
7,Carl Maroney,USA,2.36.13,sh,3,Boston,Apr 19
8,Donald Heinicke,USA,2.37.24,sh,4,Boston,Apr 19
9,Fred McGlone,USA,2.37.54,,1,Yonkers,Nov 8
10,John A. Kelley,USA,2.37.55,sh,5,Boston,Apr 19
11,João Miguel,POR,2.39.27,,1,Lisboa,Jun 07
12,Gérard Coté,CAN,2.39.59,sh,6,Boston,Apr 19
13,William Steiner,USA,2.40.42,sh,7,Boston,Apr 19
14,Michael O'Hara,USA,2.41.08,sh,8,Boston,Apr 19
15,Lloyd Bairstow,USA,2.41.50,sh,9,Boston,Apr 19
16,Francesco Pintore,ITA,2.44.05,,1,Venezia,Oct 18
17,Francesco Roccati,ITA,2.45.33,,1,Sesto S Giovanni,Jul 05
18,Joe Kleinerman,USA,2.45.51,sh,10,Boston,Apr 19
19,Anthony Medeiros,USA,2.46.14,sh,11,Boston,Apr 19
20,Michele Fanelli,ITA,2.46.32,,2,Sesto S Giovanni,Jul 05
21,Giovanni Balbusso,ITA,2.46.38,,3,Sesto S Giovanni,Jul 05
22,Vasile Teodosiu,ROU,2.46.40,,1,Bucharest,Oct 11
23,Brune Mazzeo,USA,2.47.19,sh,12,Boston,Apr 19
24,Salvador Antunes,POR,2.47.45,,2,Lisboa,Jun 07
25,Raymond Eland,USA,2.48.32,sh,13,Boston,Apr 19
