rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Felix Limo,KEN,2.06.14,,1,Rotterdam,Apr 04
2,Evans Rutto,KEN,2.06.16,,1,Chicago,Oct 10
3,Robert Cheboror,KEN,2.06.23,,1,Amsterdam,Oct 17
4,Sammy Korir,KEN,2.06.48,,2,London,Apr 18
5,Joseph Riri,KEN,2.06.49,,2,Berlin,Sep 26
6,Jaouad Gharib,MAR,2.07.02,,3,London,Apr 18
7,Joshua Chelanga,KEN,2.07.05,,3,Berlin,Sep 26
8,Gert Thys,RSA,2.07.06,,1,Seoul,Mar 14
9,José Ríos,ESP,2.07.42,,1,Otsu,Mar 07
10,William Kipsang,KEN,2.07.43,,2,Seoul,Mar 14
11,Daniel Njenga,KEN,2.07.44,,2,Chicago,Oct 10
12,Toshinari Takaoka,JPN,2.07.50,,3,Chicago,Oct 10
13,Mbarak Hussein,KEN,2.08.10,,3,Söul,Mar 14
14,Tefeje Wodajo,ETH,2.08.11,,4,Söul,Mar 14
15,Bong-Ju Lee,KOR,2.08.15,,5,Söul,Mar 14
16,Tadayuki Ojima,JPN,2.08.18,,2,Otsu,Mar 07
17,James Muindi,KEN,2.08.27,,4,Chicago,Oct 10
18,Wilson Onsare,KEN,2.08.33,,3,Otsu,Mar 07
19,Samson Kandie,KEN,2.08.35,,1,Wien,May 16
20,Atsushi Sato,JPN,2.08.36,,4,Otsu,Mar 07
21,Stefano Baldini,ITA,2.08.37,,4,London,Apr 18
22,Frederick Cherono,KEN,2.08.38,,1,Turin,Apr 18
22,Daniel Cheribo,KEN,2.08.38,,1,Milan,Nov 28
24,Khalid Khannouchi,USA,2.08.44,,5,Chicago,Oct 10
25,Satoshi Osaki,JPN,2.08.46,,2,Tokyo,Feb 08
