rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Florestano Benedetti,ITA,2.47.29,,1,Bologna,Sep 20
2,Angelo Malvicini,ITA,2.48.45,,1,Turin,Oct 9
3,Emilio Alciati,ITA,2.51.04,,2,Turin,Oct 9
4,Albert Robert Mills,GBR,2.51.41,,1,London,Jul 16
5,Charles Robert,FRA,2.52.01,,3,Turin,Oct 9
6,Valerio Arri,ITA,2.53.58,,4,Turin,Oct 9
7,Gino Moria,ITA,2.59.00,,1,Pola,Oct 16
8,Gustav Kinn,SWE,3.00.13,,2,London,Jul 16
9,Ahmed Djebelia,FRA,3.02.55,,6,Turin,Oct 9
10,Giuseppe Mariotti,ITA,3.03.16,,7,Turin,Oct 9
11,Orlando Cesaroni,ITA,3.05.00,,8,Turin,Oct 09
12,Adriano Faletto,ITA,3.05.30,,9,Turin,Oct 09
13,Francesco Mandelli,ITA,3.07.00,,10,Turin,Oct 09
14,James Wilson,GBR,3.07.27,,3,London,Jul 16
