rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gerard Nijboer,NED,2.09.01,,1,Amsterdam,Apr 26
2,Alberto Salazar,USA,2.09.41,sh,1,New York,Oct 26
3,Toshihiko Seko,JPN,2.09.45,,1,Fukuoka,Dec 7
4,Takeshi Soh,JPN,2.09.49,,2,Fukuoka,Dec 7
5,Kunimitsu Itoh,JPN,2.10.05,,3,Fukuoka,Dec 7
6,Garry Henry,AUS,2.10.09,,4,Fukuoka,Dec 7
7,Rodolfo Gomez,MEX,2.10.14,sh,2,New York,Oct 26
8,Tony Sandoval,USA,2.10.19,,1,Niagara Falls,May 24
9,Garry Bjorklund,USA,2.10.20,,1,Duluth,Jun 21
10,Shigeru Soh,JPN,2.10.23,,5,Fukuoka,Dec 7
11,Waldemar Cierpinski,GDR,2.10.24,,6,Fukuoka,Dec 07
12,Kirk Pfeffer,USA,2.10.29,,7,Fukuoka,Dec 07
13,Benji Durden,USA,2.10.41,,2,Niagara Falls,May 24
14,Robert de Castella,AUS,2.10.44,,8,Fukuoka,Dec 07
15,Dick Quax,NZL,2.10.47,,1,Eugene,Sep 07
16,Goe Chun-Son,PRK,2.10.52,,1,Essonne,Mar 16
17,Kyle Heffner,USA,2.10.55,,3,Niagara Falls,May 24
18,Vladimir Kotov,URS,2.10.58,,1,Moscow,May 24
19,Robert Hodge,USA,2.10.59,,2,Eugene,Sep 07
20,Ron Tabb,USA,2.11.00,,1,New Orleans,Feb 10
21,Tommy Persson,SWE,2.11.02,,1,Columbus,Nov 16
22,Dave Smith,USA,2.11.09,,3,Eugene,Sep 07
23,Satymkul Dzhumanazarov,URS,2.11.16,,2,Moscow,May 24
24,David Cannon,GBR,2.11.22,,1,Montréal,Sep 06
24,Richard Callison,USA,2.11.22,,2,Metairie,Feb 10
