rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Geoffrey Kiprono Mutai,KEN,2:04:15,,1,Berlin,Sep 30
2,Dennis Kipruto Kimetto,KEN,2:04:16,,2,Berlin,Sep 30
3,Ayele Abshero,ETH,2:04:23,,1,Dubai,Jan 27
4,Tsegay Kebede,ETH,2:04:38,,1,"Chicago, IL",Oct 07
5,Wilson Kipsang Kiprotich,KEN,2:04:44,,1,London,Apr 22
6,Yemane Tsegay,ETH,2:04:48,,1,Rotterdam,Apr 15
7,Dino Sefir,ETH,2:04:50,,2,Dubai,Jan 27
7,Getu Feleke,ETH,2:04:50,,2,Rotterdam,Apr 15
9,Feyisa Lilesa,ETH,2:04:52,,2,"Chicago, IL",Oct 07
10,Markos Geneti,ETH,2:04:54,,3,Dubai,Jan 27
11,Jonathan Kiplimo Maiyo,KEN,2:04:56,,4,Dubai,Jan 27
12,Moses Cheruiyot Mosop,KEN,2:05:03,,3,Rotterdam,Apr 15
13,Tadese Tola,ETH,2:05:10,,5,Dubai,Jan 27
14,Stanley Kipleting Biwott,KEN,2:05:12,,1,Paris,Apr 15
15,Tilahun Regassa,ETH,2:05:27,,3,"Chicago, IL",Oct 07
16,Wilson Loyanae Ekupe,KEN,2:05:37,,1,Seoul,Mar 18
17,Dadi Yami,ETH,2:05:41,,6,Dubai,Jan 27
17,Wilson Kwambai Chebet,KEN,2:05:41,,1,Amsterdam,Oct 21
19,Shami Abdulahi,ETH,2:05:42,,7,Dubai,Jan 27
19,Deressa Chimsa,ETH,2:05:42,,8,Dubai,Jan 27
21,Dickson Kiptolo Chumba,KEN,2:05:46,,1,Eindhoven,Oct 14
22,James Kipsang Kwambai,KEN,2:05:50,,1,Seoul,Nov 04
23,Sammy Kirop Kitwara,KEN,2:05:54,,4,"Chicago, IL",Oct 07
24,Mariko Kiplagat Kipchumba,KEN,2:06:05,,1,Reims,Oct 21
25,Patrick Makau Musyoki,KEN,2:06:08,,1,Frankfurt,Oct 28
