rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Michael R. Ryan,NZL,2.14.04,,1,Fukuoka,Nov 27
2,Hidekuni Hiroshima,JPN,2.14.05,,2,Fukuoka,Nov 27
3,Toru Terasawa,JPN,2.14.35,,1,Beppu,Feb 13
4,Hirokazu Okabe,JPN,2.14.52,,2,Beppu,Feb 13
5,Kenji Kimihara,JPN,2.15.28,,3,Beppu,Feb 13
6,Seiichiro Sasaki,JPN,2.15.32,,4,Beppu,Feb 13
7,Isamu Sugihara,JPN,2.15.35,,5,Beppu,Feb 13
8,Masatsugu Futsuhara,JPN,2.15.36,,4,Fukuoka,Nov 27
9,Kazuo Matsubara,JPN,2.15.44,,6,Beppu,Feb 13
10,Keisuke Sawaki,JPN,2.16.06,,8,Beppu,Feb 13
11,Morio Shigematsu,JPN,2.16.16,,9,Beppu,Feb 13
12,Hisao Yamazaki,JPN,2.16.28,,10,Beppu,Feb 13
13,Akio Usami,JPN,2.16.35,,11,Beppu,Feb 13
14,Guyla Tóth,HUN,2.16.36,,6,Fukuoka,Nov 27
15,Henri Clerckx,BEL,2.16.41,sh,1,Roeselare,Jun 11
16,Maurits Peiren,BEL,2.16.42,sh,2,Roeselare,Jun 11
17,Dave McKenzie,NZL,2.16.59,,1,Hamilton,Mar 12
18,Abebe Bikila,ETH,2.17.04,,1,Seoul,Oct 30
19,Yutaka Aoki,JPN,2.17.06,,8,Fukuoka,Nov 27
20,Tadaaki Ueoka,JPN,2.17.13,,9,Fukuoka,Nov 27
21,Rishu Kawabata,JPN,2.17.17,,12,Beppu,Feb 13
22,Gerhard Lange,GDR,2.17.23,,1,Jena,Jul 21
23,Carlos Perez,ESP,2.17.32,,11,Fukuoka,Nov 27
24,Gerhard Hönicke,GDR,2.17.39,,1,Wernigerode,May 08
25,Masanao Haranishi,JPN,2.18.09,,15,Beppu,Feb 13
