rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Carlos Lopes,POR,2.07.12,,1,Rotterdam,Apr 20
2,Steve Jones,GBR,2.07.13,,1,Chicago,Oct 20
3,Robleh Djama,DJI,2.08.08,,2,Chicago,Oct 20
4,Ahmed Salah,DJI,2.08.09,,1,Hiroshima,Apr 14
5,Takeyuki Nakayama,JPN,2.08.15,,2,Hiroshima,Apr 14
6,Charles Spedding,GBR,2.08.33,,2,London,Apr 21
7,Robert de Castella,AUS,2.08.48,,3,Chicago,Oct 20
8,Mark Plaatjes,RSA,2.08.58,,1,Port Elizabeth,May 4
9,Michael Heilmann,GDR,2.09.03,,4,Hiroshima,Apr 14
10,Abebe Mekonnen,ETH,2.09.05,,5,Hiroshima,Apr 14
11,Allister Hutton,GBR,2.09.16,,3,London,Apr 21
12,Christopher Herle,FRG,2.09.23,,4,London,Apr 21
13,Henrik Jørgensen,DEN,2.09.43,,5,London,Apr 21
14,Masanari Shintaku,JPN,2.09.51,,1,Fukuoka,Dec 01
15,Gianni Poli,ITA,2.09.57,,4,Chicago,Oct 20
16,John Graham,GBR,2.09.58,,2,Rotterdam,Apr 20
17,Hiromi Taniguchi,JPN,2.10.01,,2,Fukuoka,Dec 01
18,Phil Coppess,USA,2.10.05,,1,Minneapolis,Oct 06
19,Orlando Pizzolato,ITA,2.10.23,,6,Hiroshima,Apr 14
19,Shigeru Soh,JPN,2.10.23,,1,Beijing,Oct 13
21,Abdillahi Charmarke,DJI,2.10.33,,7,Hiroshima,Apr 14
22,Hugh Jones,GBR,2.10.36,,3,Beijing,Oct 13
23,Jacques Boxberger,FRA,2.10.49,,1,Paris,May 12
24,Ralf Salzmann,FRG,2.10.56,,5,Chicago IL,Oct 20
24,Peter Butler,CAN,2.10.56,,1,Sacramento CA,Dec 08
