rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Bryan Clay,USA,8677,,1,Götzis,May 28
2,Roman Sebrle,CZE,8526,,1,Göteborg,Aug 11
3,Trey Hardee,USA,8465,,1,"Austin, TX",Apr 06
4,Dmitriy Karpov,KAZ,8438,,1,Talence,Sep 17
5,Attila Zsivóczky,HUN,8390,,2,Arles,Jul 02
6,Aleksey Drozdov,RUS,8350,,3,Göteborg,Aug 11
7,Maurice Smith,JAM,8349,,2,Ratingen,Jun 25
8,Tom Pappas,USA,8319,,1,Indianapolis,Jun 24
9,Dennis Leyckes,GER,8310,,3,Ratingen,Jun 25
10,Aleksandr Pogorelov,RUS,8245,,4,Göteborg,Aug 11
11,André Niklaus,GER,8239,,4,Götzis,May 28
12,Stefan Drews,GER,8233,,4,Ratingen,Jun 25
13,Pascal Behrenbruch,GER,8209,,5,Göteborg,Aug 11
14,Dean Macey,GBR,8143,,1,Melbourne,Mar 21
15,Romain Barras,FRA,8138,,7,Götzis,May 28
16,Aliaksandr Parkhomenko,BLR,8136,,6,Göteborg,Aug 11
17,Norman Müller,GER,8129,,6,Ratingen,Jun 25
18,Aleksey Sysoyev,RUS,8108,,8,Götzis,May 28
19,Kristian Rahnu,EST,8083,,9,Göteborg,Aug 11
20,Eugène Martineau,NED,8035,,11,Göteborg,Aug 11
21,Ryan Harlan,USA,8022,,6,Talence,Sep 17
22,Andrei Krauchanka,BLR,8013,,11,Götzis,May 28
23,Arthur Abele,GER,8012,,1,Bernhausen,May 28
24,Mikk Pahapill,EST,8002,,12,Götzis,May 28
25,Jason Dudley,AUS,8001,,3,Melbourne,Mar 21
