rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Erik-Peter Andersson,SWE,7039,,1,Göteborg,Jul 28
2,Godtfred Holmvang,NOR,6987,,1,Oslo,Aug 24
3,Sergey Kuznetsov,URS,6930,,2,Oslo,Aug 24
4,Mario Recordón,CHI,6886,,1,Santiago,May 5
5,Armin Scheurer,SUI,6853,,1,Fribourg,Sep 29
6,Göran Waxberg,SWE,6819,,2,Göteborg,Jul 28
7,Allan Svensson,SWE,6679,,3,Göteborg,Jul 28
8,Pyotr Denisenko,URS,6660,,1,Dnepropetrovsk,Sep 14
9,Heino Lipp,URS,6633,,1,Tartu,Oct 13
10,Bertil Larson,SWE,6620,,4,Göteborg,Jul 28
11,Pierre Sprecher,FRA,6496,,5,Oslo,Aug 24
12,Irving Mondschein,USA,6465,,1,Bloomfield,Jul 07
13,Oskar Häfliger,SUI,6461,,6,Oslo,Aug 24
14,Carl-Eddie Lund,SWE,6441,,1,Stockholm,Jul 05
15,Gavriil Korobkov,URS,6413,,2,Dnepropetrovsk,Sep 14
16,Lloyd Duff,USA,6397,,2,Bloomfield,Jul 07
17,Vladimir Volkov,URS,6345,,3,Dnepropetrovsk,Sep 14
18,Celso Pinheiro Doria,BRA,6325,,2,Santiago de Chile,May 05
19,Gunnar Erdal-Aase,NOR,6295,,7,Oslo,Aug 24
20,Sven Österberg,SWE,6278,,1,Västerås,Jul 07
20,Per-Axel Eriksson,SWE,6278,,1,Söderhamn,Sep 22
22,Raimundo Dias Rodrigues,BRA,6261,,3,Snatiago de Chile,May 05
23,Walter Nussbaumer,SUI,6257,,1,Grenchen,Jul 13
24,Robert Lowther,USA,6240,,3,Bloomfield,Jul 07
25,Edvin Larsen,DEN,6233,,1,København,Jul 21
