rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Alma Richards,USA,7517.625,,1,San Francisco,Aug 10
2,Valdemar Wickholm,FIN,7503.095,,1,Turku,Sep 12
3,Einar Albinsson,SWE,7224.645,,1,Upsala,Oct 3
4,Avery Brundage,USA,7118.265,,2,San Francisco,Aug 10
5,Chester Fee,USA,7106.320,,3,San Francisco,Aug 10
6,Harry Goelitz,USA,7090.297,,4,San Francisco,Aug 10
7,Paul Zerling,SWE,6851.525,,2,Upsala,Oct 3
8,Patrik O'Connor,USA,6687.135,,5,San Francisco,Aug 10
9,Bertil Uggla,SWE,6681.025,,1,Stockholm,Jul 11
10,Fred C. Thompson,USA,6598.710,,6,San Francisco,Aug 10
11,Algot Gustafsson,SWE,6558.615,,3,Upsala,Oct 3
12,Johan Hellum,NOR,6520.20,,1,Bergen,Aug 22
13,Avery Brundage,USA,6456.56,,2,San Francisco,Aug 10
14,Ernst Burman,SWE,6445.225,,4,Uppsala,Oct 3
15,Michael Blegen,NOR,6439.5,,1,Kristiania,Aug 01
16,Robert Sjursen,NOR,6339.9,,1,Bergen,Jun 27
