rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Karl Halt,GER,7276.540,,1,Braunschweig,Sep 7
2,Valdemar Wickholm,FIN,7274.805,,1,Kokkola,Aug 10
3,Gösta Holmér,SWE,7222.080,,1,Uppsala,Oct 5
4,Inge Lindholm,SWE,7023.630,,2,Uppsala,Oct 5
5,Erik Kugelberg,SWE,6997.775,,3,Uppsala,Oct 5
6,Fritz Gerstung,GER,6817.585,,2,Braunschweig,Sep 7
7,Hugo Wieslander,SWE,6726.830,,1,Karlskrona,Sep 7
8,Johan Hellum,NOR,6607.400,,1,Kristiania,Oct 5
9,Oscar Lemming,SWE,6283.19,,1,Sundsvall,Sep 7
10,Josef Schäffer,AUT,6198.965,,2,Wien,Jul 27
11,Ernst Burman,SWE,6167.170,,2,Halmstad,Jun 29
12,Eugen Bolmstedt,SWE,6019.650,,4,Uppsala,Oct 5
13,Knut Eriksson,SWE,6014.485,,1,Hallsberg,Jun 8
