rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Glenn Morris,USA,7900,,1,Berlin,Aug 8
2,Robert Clark,USA,7601,,2,Berlin,Aug 8
3,Jack Parker,USA,7281,,3,Milwaukee,Jun 27
4,Clyde Coffman,USA,7175,,4,Milwaukee,Jun 27
5,Erwin Huber,GER,7087,,4,Berlin,Aug 8
6,Jan-Reindert Brasser,NED,7046,,5,Berlin,Aug 8
7,Armin Guhl,SUI,7033,,6,Berlin,Aug 8
8,Olof Bexell,SWE,7024,,7,Berlin,Aug 8
9,Helmut Bonnet,GER,6939,,8,Berlin,Aug 8
10,George Mackey,USA,6910,,5,Milwaukee,Jun 27
11,Jerzy Plawczyk,POL,6871,,9,Berlin,Aug 08
12,Jay Berwanger,USA,6769,,3,Lawrence,Apr 18
13,Edvard Natvig,NOR,6759,,10,Berlin,Aug 08
14,Aulis Reinikka,FIN,6755,,11,Berlin,Aug 08
15,Runar Stone,USA,6754,,6,Milwaukee,Jun 27
16,Witold Gerutto,POL,6617,,1,Warsaw,Jul 18
17,Donald Elser,USA,6614,,7,Milwaukee,Jun 27
18,Martti Tolamo,FIN,6521,,1,Tampere,Jul 05
19,Loyette Burke,USA,6498,,4,Lawrence,Apr 18
20,Peter Bacsalmasi,HUN,6395,,12,Berlin,Aug 08
21,Sverker Lindström,SWE,6385,,2,Malmö,Jul 19
22,Aleksandr Dyomin,URS,6367,,1,Moscow,Aug 24
23,Joseph Neumann,SUI,6358,,1,Bern,Jun 28
24,Egil Hervig,NOR,6346,,1,Bergen,Jul 26
25,Stepán Hrstka,TCH,6315,,1,Brno,Aug 30
