rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Torsten Voss,GDR,8559,,1,Dresden,Jul 7
2,Uwe Freimuth,GDR,8504,,2,Dresden,Jul 7
3,Siegfried Wentz,FRG,8440,,1,Ulm,Jul 14
4,Aleksandr Nevskiy,URS,8409,,3,Götzis,May 26
5,John Sayre,USA,8381,w,1,Indianapolis,Jun 18
6,Vadim Podmarev,URS,8366,,1,Tashkent,May 26
7,Yuriy Kutsenko,URS,8345,,1,Sochi,Jun 16
8,Viktor Gruzenkin,URS,8326,,1,Krasnojarsk,Aug 11
9,Dave Steen,CAN,8317,mw,1,University Park PA,Apr 20
10,William Motti,FRA,8306,,1,Athis-Mons,Jul 7
11,Mike Ramos,USA,8294,,1,Walnut,Apr 26
12,Dave Steen,CAN,8253,,4,Götzis,May 26
13,Tim Bright,USA,8221,m,1,Eugene OR,May 19
14,Christian Plaziat,FRA,8211,w,1,Arles,Sep 08
15,Sergey Popov,URS,8206,,1,Leningrad,Aug 02
15,Grigoriy Degtyaryov,URS,8206,,3,Krefeld,Sep 08
17,Christian Schenk,GDR,8163,,5,Götzis,May 26
18,Igor Maryin,URS,8147,,1,Sochi,Jun 16
19,Thomas Rizzi,FRG,8143,,4,Ulm,Jul 14
20,Valter Kulvet,URS,8132,,3,Leningrad,Aug 02
21,Aleksandr Apaychev,URS,8112,,6,Krefeld,Sep 08
22,Andrey Fomochkin,URS,8109,,2,Sochi,Jun 16
23,Aleksey Lyakh,URS,8108,,4,Leningrad,Aug 02
24,Marek Kubiszewski,POL,8105,,1,Zabrze,Jul 07
24,Mikhail Medved,URS,8105,,1,Almaty,Sep 13
