rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Rafer Johnson,USA,7985,,1,Kingsburg,Jun 11
2,Vasiliy Kuznetsov,URS,7647,,1,Tbilisi,Nov 16
3,Robert Lawson,USA,7063,,1,Los Angeles,May 31
4,Robert Richards,USA,7043,,1,Pasadena,May 10
5,Walter Meier,GDR,6835,,2,Warsaw,Aug 5
6,Brayton Norton,USA,6829,,2,Los Angeles,Feb 19
7,Yuriy Kutenko,URS,6708,,,,
8,Boris Stolyarov,URS,6702,,3,Warsaw,Aug 5
9,Kim Bukhantsev,URS,6546,,,Moscow,Aug 18
10,Torbjorn Lassenius,FIN,6511,,,Loviisa,Jul 24
11,Ernest Shelton,USA,6462,,1,Alhambra,Sep 03
11,Nikolay Khitrov,URS,6462,,,Moscow,Sep 18
13,Joel Shankle,USA,6455,,3,Crawfordsville,Jul 02
14,Vasiliy Piskunov,URS,6427,,1,Nalchik,Oct
15,Uno Palu,URS,6423,,,Parnu,Sep 18
16,Stoyan Slavkov,BUL,6353,,,Sofia,Sep 23
17,James Podoley,USA,6346,,1,Lawrence,Apr 23
18,Olavi Reikko,FIN,6295,,2,København,Sep 04
19,Yuriy Kolesov,URS,6264,,,Nalchik,Oct
20,Fritz Vogelsang,SUI,6226,,,Liestal,Aug 28
21,Oldrich Zikmunda,TCH,6202,,1,Stara Boleslav,Jun 19
22,Fritz Köppen,GDR,6193,,1,Leipzig,Oct 16
23,Per-Axel Eriksson,SWE,6167,,3,København,Sep 04
24,Josef Klik,FRG,6154,,1,Frankfurt/M.,Aug 05
25,Stanislav Stefkovic,TCH,6144,,2,Stara Boleslav,Jun 19
