rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Philip Mulkey,USA,8709,,1,Memphis,Jun 17
2,Yuriy Kutenko,URS,8361,,1,Kiev,Sep 6
3,Vasiliy Kuznetsov,URS,7918,,1,Sofia,Sep 1
4,Paul Herman,USA,7800,,1,Walnut,May 27
5,Eef Kamerbeek,NED,7594,,1,Hradec Kralove,Oct 1
6,Joze Brodnik,YUG,7466,,1,Celje,Jul 9
7,David Edstrom,USA,7293,,3,Moscow,Jul 16
8,Oleg Kholodok,URS,7275,,2,Leningrad,Aug 17
9,Mikhail Storozhenko,URS,7258,,2,Tbilisi,Oct 9
10,Markus Kahma,FIN,7254,,1,Helsinki,Aug 28
11,Willi Holdorf,FRG,7238,,1,Heilbronn,Sep 24
12,Seppo Suutari,FIN,7178,,1,Oslo,Aug 02
13,Janis Lusis,URS,7120,,3,Tbilisi,Oct 09
14,Mirko Kolnik,YUG,7087,,2,Celje,Jul 09
15,Uno Palu,URS,7056,,1,Moscow,Jul 26
16,Klaus Grogorenz,GDR,7012,,1,Berlin,Oct 15
17,Wolfgang Heise,FRG,7009,,2,Colombes,Jul 09
18,John D. Martin,USA,7006,A,3,Albuquerque,Jul 01
19,Yuriy Dyachkov,URS,6990,,4,Tbilisi,Oct 09
20,Werner von Moltke,FRG,6977,,2,Heilbronn,Sep 24
21,Wolfgang Utech,GDR,6946,,1,Jena,Aug 20
22,Rein Aun,URS,6929,,2,Moscow,Aug 16
23,Fyedorf Yevsyukov,URS,6905,,1,Krasnodar,Oct 31
24,Franco Sar,ITA,6904,,1,Formia,Nov 06
25,Hermann Alms,FRG,6877,,1,Heilbronn,Sep 24
