rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Kevin Mayer,FRA,8768,,1,London (Olympic Stadium),Aug 12
2,Rico Freimuth,GER,8663,,1,Ratingen (Stadionring),Jun 25
3,Ilya Shkurenev,RUS,8601,,1,Smolensk,Jun 10
4,Damian Warner,CAN,8591,,1,Götzis (Mösle-Stadium),May 28
5,Lindon Victor,GRN,8539,,1,"Columbia, SC",May 12
5,Eelco Sintnicolaas,NED,8539,,2,Götzis (Mösle-Stadium),May 28
7,Kurt Felix,GRN,8509,,2,Ratingen (Stadionring),Jun 25
8,Kai Kazmirek,GER,8488,,3,London (Olympic Stadium),Aug 12
9,Janek Õiglane,EST,8371,,4,London (Olympic Stadium),Aug 12
10,Devon Williams,USA,8345,,1,"Athens, GA",Apr 09
11,Adam Sebastian Helcelet,CZE,8335,,4,Götzis (Mösle-Stadium),May 28
12,Pieter Braun,NED,8334,,5,Götzis (Mösle-Stadium),May 28
13,Mathias Brugger,GER,8294,,6,Götzis (Mösle-Stadium),May 28
14,Oleksiy Kasyanov,UKR,8281,,7,Götzis (Mösle-Stadium),May 28
15,Trey Hardee,USA,8225,,1,"Sacramento, CA",Jun 23
16,Leonel Suárez,CUB,8214,,8,Götzis (Mösle-Stadium),May 28
17,Luca Wieland,GER,8201,,1,"Azusa, CA",Apr 13
18,Fredrik Samuelsson,SWE,8172,,9,Götzis (Mösle-Stadium),May 28
19,Ashley Bryant,GBR,8163,,10,Götzis (Mösle-Stadium),May 28
20,Zach Ziemek,USA,8155,,2,"Sacramento, CA",Jun 23
20,Jefferson Santos,BRA,8155,,-,Asunción (COP),Jun 24
22,Martin Roe,NOR,8144,,1,Monzón,Jul 02
23,Artem Lukyanenko,RUS,8130,,2,Smolensk,Jun 10
24,Jorge Ureña,ESP,8125,,9,London (Olympic Stadium),Aug 12
25,Jirí Sýkora,CZE,8120,,11,Götzis (Mösle-Stadium),May 28
25,Larbi Bourrada,ALG,8120,,1,Kladno (Mestský Stadion Sletite),Jun 18
