rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tirunesh Dibaba,ETH,30:20.75,,1,London,Aug 03
2,Florence Jebet Kiplagat,KEN,30:24.85,,2,"Eugene, OR",Jun 01
3,Sally Jepkosgei Kipyego,KEN,30:26.37,,2,London,Aug 03
4,Beleynesh Oljira,ETH,30:26.70,,3,"Eugene, OR",Jun 01
5,Vivian Jepkemoi Cheruiyot,KEN,30:30.44,,3,London,Aug 03
6,Werknesh Kidane,ETH,30:39.38,,4,London,Aug 03
7,Shitaye Eshete,BRN,30:47.25,,6,London,Aug 03
8,Joanne Pavey,GBR,30:53.20,,7,London,Aug 03
9,Julia Bleasdale,GBR,30:55.63,,8,London,Aug 03
10,Hitomi Niiya,JPN,30:59.19,,9,London,Aug 03
11,Elizaveta Grechishnikova,RUS,31:07.88,,1,Moscow,Jun 11
12,Aberu Kebede,ETH,31:09.28,,5,"Eugene, OR",Jun 01
13,Kayoko Fukushi,JPN,31:10.35,,10,London,Aug 03
14,Amy Hastings,USA,31:10.69,,11,London,Aug 03
15,Janet Cherobon-Bawcom,USA,31:12.68,,12,London,Aug 03
16,Lisa Uhl,USA,31:12.80,,13,London,Aug 03
17,Betsy Saina,KEN,31:15.97,,1r1,"Palo Alto, CA",Apr 29
18,Sara Moreira,POR,31:16.44,,14,London,Aug 03
19,Mika Yoshikawa,JPN,31:28.71,,1,Osaka,Jun 08
20,Fionnuala Britton,IRL,31:29.22,,3r1,"Palo Alto, CA",Apr 29
21,Sally Kaptich Chepyego,KEN,31:33.76,,1r2,Fukuoka,Sep 21
22,Christelle Daunay,FRA,31:35.81,,3,Bilbao,Jun 03
23,Sabrina Mockenhaupt,GER,31:36.76,,4,Bilbao,Jun 03
24,Sule Utura,ETH,31:41.54,,6,"Eugene, OR",Jun 01
25,Caroline Nyakagwa,KEN,31:42.25,,7,"Eugene, OR",Jun 01
