rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Viorica Ghican,ROU,31.18.18,,1,Helsinki,Jun 27
2,Uta Pippig,GER,31.40.92,,2,Helsinki,Jun 27
3,Maria Conceicao Ferreira,POR,31.45.75,,1,Kapfenburg,Jun 23
4,Yelena Romanova,URS,31.46.83,,1,Split,Sep 01
5,Kathrin Wessel,GER,31.47.70,,2,Split,Sep 01
6,Zhong Huandi,CHN,31.50.98,,1,Beijing,Sep 27
7,Annette Sergent,FRA,31.51.68,,3,Split,Sep 01
8,Wang Xiuting,CHN,31.52.18,,2,Beijing,Sep 27
9,Kerstin Pressler,GER,31.55.51,,1,Dortmund,Jul 19
10,Jill Hunter,GBR,31.55.80,,3,Helsinki,Jun 27
11,Akemi Matsuno,JPN,31.56.93,,3,Beijing,Sep 27
12,Marie-Louise Hamrin,SWE,31.57.15,,1,Helsinki,Aug 19
13,Päivi Tikkanen,FIN,31.57.56,,4,Helsinki,Jun 27
14,Wanda Panfil,POL,32.01.17,,1,Seattle,Jul 26
15,Nadia Dandolo,ITA,32.02.37,,5,Split,Aug 31
16,Nadezhda Galyamova,URS,32.03.07,,6,Split,Aug 31
17,Cathy O'Brien,USA,32.05.40,,2,Seattle,Jul 26
18,Olga Nazarkina,URS,32.05.76,,3,Seattle,Jul 26
19,Yelena Tolstoguzova,URS,32.06.41,,4,Seattle,Jul 26
20,Sylvia Mosqueda,USA,32.13.37,,5,Seattle,Jul 26
21,Birgit Jerschabek,GDR,32.14.75,,6,Helsinki,Jun 27
22,Lieve Slegers,BEL,32.15.54,,7,Helsinki,Jun 27
23,Aurora Cunha,POR,32.15.83,,9,Split,Aug 31
24,Susan Sirma,KEN,32.19.11,,1,Hamamatsu,May 13
25,Masami Ishizaka,JPN,32.20.76,,1,Kawasaki,May 12
