rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Patrick James Ryan,USA,52.87,,1,Antwerpen,Aug 18
2,Matthew McGrath,USA,51.79,,1,New York,Jun 9
3,Jack Merchant,USA,51.36,,1,Pasadena,Jun 26
4,Carl-Johan Lind,SWE,50.45,,1,Karlstad,Oct 17
5,James M. McEachern,USA,50.24,,1,Berkeley,May 08
6,Charles Dandrow,USA,49.14,,1,Cambridge,Jul 16
7,Basil Bennett,USA,48.25,,3,Antwerpen,Aug 18
8,Malcolm Svensson,SWE,47.96,,,Borås,Sep 26
9,Robert Olsson,SWE,47.81,,,,
10,Michael Kennedy,IRL,47.55,,1,,
11,Nils Linde,SWE,47.10,,3,Göteborg,Jun 06
12,Thomas Nicolson,GBR,46.10,,1,Edinburgh,Jun 26
13,Oscar R. Benson,USA,45.97,,1,Chicago,Aug 28
14,Erik Eriksson,FIN,45.96,,1,Turku,Sep 26
15,Juho Laiho,FIN,45.16,,1,Turku,Aug 21
16,Carl Norin,SWE,45.00,,1,Västerås,Aug 29
17,Johan Pettersson,FIN,44.72,,2,Helsinki,Sep 19
17,Arvid Åberg,SWE,44.72,,1,Norrköping,Sep 26
19,Lincoln H. Weld,USA,44.66,,3,Philadelphia,May 29
19,Archibald McDiarmid,CAN,44.66,,9,Antwerpen,Aug 18
21,C.G. Spears,USA,44.64,,1,"Princeton, NJ",May 22
22,Ragnar Nolén,SWE,44.56,,4,Stockholm,Jul 10
23,William Hagemeister,DEN,43.91,,1,København,Jul 18
24,William Britton,IRL,43.89,,1,Dublin,Aug 08
25,B.S. Cubbage,USA,43.76,,4,Philadelphia,May 29
