rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Krisztián Pars,HUN,81.89,,1,Szombathely,Sep 23
2,Aleksey Zagorniy,RUS,81.73,,1,Yerino,Jun 04
3,Koji Murofushi,JPN,81.24,,1,Daegu,Aug 29
4,Pavel Kryvitski,BLR,80.67,,1,Minsk,Aug 11
5,Kibwe Johnson,USA,80.31,,1,"Eugene, OR",Jun 23
6,Dilshod Nazarov,TJK,80.30,,1,Zagreb,Sep 13
7,Nicola Vizzoni,ITA,80.29,,1,Firenze,Jun 04
8,Primo Kozmus,SLO,80.28,,2,Zagreb,Sep 13
9,Markus Esser,GER,79.69,,1,Leichlingen,Apr 09
10,Ali Mohamed Al-Zinkawi,KUW,79.27,,1,Al Ain,Oct 27
11,Kirill Ikonnikov,RUS,79.04,,1,Cheboksary,Jul 24
12,Szymon Ziólkowski,POL,79.02,,1,Castres,Jul 19
13,Sergej Litvinov,RUS,78.90,,2,Adler,Feb 23
14,Yury Shayunou,BLR,78.70,,1,Minsk,Jul 28
15,Pawel Fajdek,POL,78.54,,1,Ostrava,Jul 17
16,Olexiy Sokyrskiyy,UKR,78.33,,1,Kyiv,Jul 20
17,Esref Apak,TUR,78.04,,1,Izmir,Jul 09
18,Valeriy Sviatokha,BLR,78.02,,2,Minsk,Jul 28
19,Libor Charfreitag,SVK,77.69,,1,Novi Sad,Jun 18
20,Siarhei Kalamoets,BLR,77.52,,2,Minsk,Jun 04
21,David Söderberg,FIN,77.34,,1,Kaustinen,Jul 02
22,Igor Vinichenko,RUS,77.01,,2,Moskva,Jul 10
23,Lorenzo Povegliano,ITA,76.96,,1,Pordenone,Sep 18
24,Matthew DiBuono,USA,76.60,,1,"West Point, NY",Jun 01
24,Igors Sokolovs,LAT,76.60,,4,Bydgoszcz,Jun 03
24,Olli-Pekka Karjalainen,FIN,76.60,,5q1,Daegu,Aug 27
