rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Wojciech Nowicki,POL,81.85,,1,Székesfehérvár (HUN),Jul 02
2,Pawel Fajdek,POL,81.14,,2,Székesfehérvár (HUN),Jul 02
3,Nick Miller,GBR,80.26,,1,Gold Coast (AUS),Apr 08
4,Bence Halász,HUN,79.57,,1,Budapest (HUN),Jun 02
5,Esref Apak,TUR,78.59,,1,Mersin (TUR),May 20
6,Dilshod Nazarov,TJK,78.18,,3,Chorzów (POL),Jun 08
7,Siarhei Kalamoyets,BLR,78.13,,1,Minsk (BLR),Apr 14
8,Hleb Dudarau,BLR,78.04,,1,"Lawrence, KS (USA)",Apr 20
9,Mostafa Elgamel,EGY,77.71,,1,Cairo (EGY),Apr 11
10,Pavel Bareisha,BLR,77.37,,1,Minsk (BLR),Jun 22
11,Ashraf Amgad El Seify,QAT,77.04,,3,Turku (FIN),Jun 05
12,Denis Lukyanov,RUS,77.02,,1,Adler (RUS),Feb 14
13,Marcel Lomnický,SVK,77.00,,4,Chorzów (POL),Jun 08
14,Quentin Bigot,FRA,76.98,,1,Metz (FRA),Jun 28
15,Sean Donnelly,USA,76.96,,1,"Tucson, AZ (USA)",May 17
16,Humberto Mansilla,CHI,76.87,,1,Cuenca (ECU),Sep 29
17,Eivind Henriksen,NOR,76.86,,5,Berlin (GER),Aug 07
18,Ozkan Baltaci,TUR,76.84,,2,Mersin (TUR),May 20
18,Yevgeniy Korotovskiy,RUS,76.84,,1,Zhukovskiy (RUS),Jul 12
20,Serghei Marghiev,MDA,76.81,,1,Chisinau (MDA),May 26
21,Michail Anastasakis,GRE,76.53,,2,Nikiti (GRE),Jun 20
22,Denzel Comenentia,NED,76.41,,1,"Eugene, OR (USA)",Jun 06
23,Alex Young,USA,76.14,,1,"Torrance, CA (USA)",Apr 19
24,Sergey Litvinov,RUS,76.13,,1,Adler (RUS),May 14
25,Javier Cienfuegos,ESP,76.10,,1,Getafe (ESP),Jul 21
