rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Karl Storch,GER,58.94,,1,Kassel,Oct 3
2,Bert Healion,IRL,58.80,,1,Milltown,Aug 14
3,Bo Ericson,SWE,55.98,,1,Göteborg,Oct 2
4,Imre Németh,HUN,55.48,,1,Budapest,Oct 31
5,Johannes Kotkas,URS,53.88,,1,Gorkiy,Sep 9
6,Uuno Veirilä,FIN,53.55,,1,Helsinki,Aug 11
7,Karl Hein,GER,53.47,,2,Kassel,Oct 3
8,Evert Linné,SWE,53.41,,2,København,Jul 18
9,Erik Johansson,SWE,52.91,,1,Umedalen,Oct 3
10,Erwin Blask,GER,52.75,,1,Hannover,Jun 27
11,Robert Ljunggren,SWE,52.45,,1,Norrköping,May 31
12,Teseo Taddia,ITA,52.23,,1,Rome,May 02
13,Oskar Linnaste,EST,52.00,,1,Pärnu,May 02
14,Chester Cruickshank,USA,51.81,,1,Philadelphia,Apr 24
15,Tom McAnelly,GBR,51.74,,2,College Park,Aug 07
16,Östen Thryvelli,SWE,51.73,,2,Borås,Sep 19
17,Göran Backlund,SWE,51.62,,3,Stockholm,Jun 18
18,Franz Halama,GER,51.50,,1,Preussisch Holland,Sep 19
19,Filip Karlsson,SWE,51.43,,2,Göteborg,Oct 02
20,Jaroslav Knotek,TCH,50.80,,1,Brno,Jul 04
21,Henry Dreyer,USA,50.30,,1,New York,Jun 05
22,Dezsö Remete,HUN,50.24,,1,Rakospalota,Sep 05
23,Fritz Rasmussen,DEN,50.18,,1,Aalborg,Jul 12
24,Lauri Tamminen,FIN,50.09,,1,Helsinki,Sep 03
25,Assis Naban,BRA,50.05,,1,Sao Paulo,Oct 31
