rank,name,nat,perf_0,perf_1,perf_2,city,date
1,John Jesus Flanagan,IRL,51.61,,1,New York,Sep 29
2,Alfred Plaw,USA,50.30,,1,Philadelphia,May 28
3,Josiah McCracken,USA,47.24,,1,Stanford,Jul 7
4,G.S. Stillman,USA,46.33,,1,Princeton,Apr 21
5,Truxton Hare,USA,46.25,,2,Paris,Jul 17
6,Thomas Kiely,IRL,45.51,,1,Dungarvan,Sep 23
7,Lawrence Boynton,USA,44.99,,1,Philadelphia,Apr 28
8,Walter Boal,USA,43.95,,1,Cambridge,May 12
9,John McArthur,CAN,42.47,,1,Toronto,Oct 5
10,James Reynolds,IRL,42.21,,1,Portalington,Sep 11
11,Richard Sheridan,USA,42.11,,1,New York,Sep 15
12,Tim O'Rourke,CAN,41.81,,1,Rosedale,Jul 14
13,W.H. Madill,NZL,41.56,,1,Wellington,Feb 17
14,James Mitchell,USA,41.53,,2,New York,Sep 15
15,W.G. Woodruff,USA,41.12,,1,Cambridge (MA),May 08
16,Dennis Horgan,IRL,40.28,,1,Meath,Aug 25
17,Charles Chadwick,USA,39.91,,1,New Haven,May 15
18,George Hawkes,AUS,39.83,,,,
19,Charles Henneman,USA,39.80,,1,Detroit,Jun 09
20,William O'Reilly,AUS,39.65,,2,Wellington,Feb 17
21,Germaine E. Wells,USA,39.62,,1,New York,May 04
22,M.J. Hogan,IRL,39.47,,1,Limerick,Sep 23
23,J. Clark,USA,38.89,,2,New Haven,May 05
24,S.G. Ellis,USA,38.78,,3,Cambridge (MA),May 12
25,S.P. Biggs,CAN,38.72,,1,,
