rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Pawel Fajdek,POL,83.93,,1,Szczecin,Aug 09
2,Krisztián Pars,HUN,79.91,,2,Cetniewo,Aug 01
3,Mostafa Elgamel,EGY,79.90,,1,Al-Qâhirah,Jul 25
4,Dilshod Nazarov,TJK,79.36,,2,Ostrava,May 25
5,Yevhen Vynohradov,UKR,79.25,,1,Uman,Jul 03
6,Serghei Marghiev,MDA,78.72,,1,Chisinau,May 30
7,Wojciech Nowicki,POL,78.71,,1,Bialystok,May 03
8,Dzmitry Marshin,AZE,78.52,,1,"Brest, BLR",May 15
9,Marco Lingua,ITA,78.29,,1,Loughborough,Jul 18
10,Suhrob Khodjaev,UZB,78.22,,1,Almaty,Jul 25
11,Ashraf Amgad Elseify,QAT,78.04,,1,Rhede,Jul 04
12,Roberto Janet,CUB,78.02,,1,La Habana,May 28
13,Marcel Lomnický,SVK,77.63,,1,Trnava,May 10
14,Nick Miller,GBR,77.55,,2,Karlstad,Jul 22
15,Ivan Tsikhan,BLR,77.46,,1,Yerino,Jul 24
16,Siarhei Kalamoyets,BLR,77.43,,1,Minsk,Jun 26
17,Sergej Litvinov,RUS,77.24,,5,Beijing,Aug 23
18,Kirill Ikonnikov,RUS,77.15,,2,Yerino,Jul 24
19,Pavel Bareisha,BLR,77.03,,1,Jablonec nad Nisou,Apr 29
20,Kibwe Johnson,USA,76.95,,1c2,"Eugene, OR",Jun 25
21,Mark Dry,GBR,76.93,,1,Loughborough,May 17
22,David Söderberg,FIN,76.92,,6,Beijing,Aug 23
23,Conor McCullough,USA,76.91,,1c2,"Eugene, OR",Jun 10
24,A.G. Kruger,USA,76.87,,1,"Ashland, OH",Jun 04
25,Yury Shayunou,BLR,76.85,,1,Minsk,Apr 10
