rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yuriy Sedykh,URS,78.86,,1,Sochi,May 12
2,Aleksey Spiridonov,URS,78.62,,1,Kiev,May 22
3,Karl-Hans Riehm,FRG,78.52,,1,Köln,May 21
4,Walter Schmidt,FRG,78.02,,1,Darmstadt,Jul 20
5,Anatoliy Bondarchuk,URS,77.42,,2,Kiev,Jun 24
6,Dzhumber Pkhakadze,URS,77.20,,2,Sochi,Apr 25
7,Valentin Dmitrenko,URS,76.94,,3,Sochi,Apr 25
8,Jochen Sachse,GDR,76.40,,1,Split,May 2
9,Pavel Repin,URS,76.30,,1,Sverdlovsk,Jul 18
10,Viktor Korolyov,URS,76.24,,1,Stavropol,Sep 10
11,Aleksandr Kozlov,URS,75.90,,2,Stavropol,Sep 10
12,Manfred Seidel,GDR,75.70,,1,Potsdam,Apr 19
13,Anatoliy Yakunin,URS,75.60,,2,Kiev,May 22
14,Boris Zaychuk,RUS,75.42,,1,Vinnitsa,Sep 16
15,Vladimir Lesovoy,URS,75.18,,1,Riga,Aug
16,Christopher Black,GBR,74.98,,1,Edinburgh,Aug 21
17,Uwe Beyer,FRG,74.90,,3,Rehlingen,Jun 07
18,Karl-Heinz Beilig,GDR,74.76,,1,Berlin,May 12
19,Edwin Klein,FRG,74.72,,4,Rehlingen,Jun 07
20,Aleksey Malyukov,URS,74.54,,3,Sochi,May 12
21,Aleksandr Bunyeyev,URS,74.50,,2,Yerevan,Aug 29
22,Fyodor Palyekhin,URS,74.46,,2,Kharkov,Aug 06
23,Mikhail Rusanovskiy,URS,74.38,,1,Ribinsk,Aug 09
24,Ivan Kunovskiy,URS,74.16,,1,Ljubljana,Jun 01
25,Adam Barnard,RSA,73.86,,1,Johannesburg,Mar 26
