rank,name,nat,perf_0,perf_1,perf_2,city,date
1,James Mitchell,IRL,43.79,,1,Saragota,Jul 4
2,Denis Carey,IRL,40.21,,1,Salford,Jul 15
3,Thomas Kiely,IRL,40.00,,1,Kilkenny,Sep 7
4,P.M. Lipsett,IRL,39.30,,1,Mulligar,Oct 3
5,William Barry,IRL,38.91,,1,Manchester,Jul 22
6,Robert N. Robbie,GBR,37.24,,1,Southport,Jun 3
7,Benjamin Davis,USA,37.17,,2,Philadelphia,Sep 2
8,W.D. Nicol,CAN,36.78,,1,Toronto,Sep 30
9,W.T. Orchard,USA,36.27,,1,Worcester (US),Sep 2
10,James Reynolds,IRL,34.52,,2,Dublin,Jun 26
11,George F. Riddell,USA,34.40,,3,Chicago,Sep 14
12,William Hickok,USA,34.36,,1,New Haven,Apr 29
13,Michael O'Sullivan,IRL,33.74,,3,Bayonne,Oct 07
14,George Stuart Robertson,GBR,33.73,,-,Oxford,Mar 04
15,E.J. Miltenberger,USA,32.92,,1,New Orleans,Oct 29
16,J. McDonald,GBR,32.23,,1,London,Jun 17
17,P.J. Byrne,IRL,32.08,,1,Kinsdale,Aug 23
18,S.J. Chisholm,GBR,31.88,,1,Burton,Aug 07
19,Duncan C. Ross,CAN,31.85,,,,Jul 22
20,F.M. Hall,USA,31.29,,1,Philadelphia,May 13
21,C.I. Graham,GBR,31.24,,,,
22,James MacIntosh,GBR,30.89,,1,Glasgow,Jun 17
23,K. Taylor,USA,30.64,,1,New York,May 20
24,A. Walsh,USA,30.58,,2,Worcester (USA),Sep 02
25,John McArthur,CAN,30.55,,2,Montréal,Aug 16
