rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Anatoliy Bondarchuk,URS,75.04,,1,Leselidze,May 25
2,Walter Schmidt,FRG,72.92,,1,Darmstadt,Jun 9
3,Jochen Sachse,GDR,72.40,,1,Berlin,Aug 23
4,Uwe Beyer,FRG,72.36,,1,Santiago,Oct 18
5,Reinhard Theimer,GDR,71.56,,1,Erfurt,Jul 3
5,Romuald Klim,URS,71.56,,1,Minsk,Oct 1
7,Vasiliy Khmelevskiy,URS,71.24,,1,Leselidze,Apr 15
8,Gyula Zsivótzky,HUN,70.96,,1,Innsbruck,May 27
9,George Frenn,USA,70.89,,1,Berkeley,May 30
10,Anatoliy Maksimov,URS,70.72,,2,Leningrad,Jul 23
11,Anatoliy Shchuplyakov,URS,70.66,,1,Sochi,Oct 04
12,Istvan Encsi,HUN,70.42,,1,Budapest,Jun 21
13,Hans Fahsl,FRG,70.10,,1,Opladen,May 01
14,Vladimir Prikhodko,FRA,69.92,,1,Colombes,Jun 06
15,Tom Gage,USA,69.62,,1,Bakersfield,Jun 26
16,Edwin Klein,FRG,69.42,,2,Darmstadt,Jul 02
16,Shigenobu Murofushi,JPN,69.42,,1,Tokyo,Oct 04
18,Oleg Parkhomenko,URS,69.40,,1,Rostov/D,Aug 23
19,Lutz Caspers,FRG,69.38,,1,Oberhausen,Sep 10
20,Howard Payne,GBR,69.24,,1,Solihull,Sep 26
21,Harold Connolly,USA,69.19,,1,Long Beach,Mar 22
22,Stanislaw Lubiejewski,POL,68.98,,1,La Habana,Nov 01
23,Iosif Gamskiy,URS,68.96,,1,Dnyepetropetrovsk,Oct 15
24,Vitaliy Bezugliy,URS,68.94,,1,Volgograd,Jun 24
24,Georgios Babaniotis,GRE,68.94,,1,Bucharest,Aug 14
