rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Karl Storch,FRG,58.89,,1,Stockholm,Aug 10
2,Imre Németh,HUN,58.87,,1,Budapest,Oct 28
3,Karl Wolf,FRG,58.85,,1,Saint Georges,Jul 15
4,Danilo Zerjal,YUG,58.80,,1,Celje,Oct 6
5,Sverre Strandli,NOR,58.70,,1,Oslo,Sep 15
6,Jiri Dadak,TCH,57.60,,1,Partizánské,Oct 14
7,Samuel Felton,USA,56.15,,1,Berkeley,Jun 23
8,Jozsef Csermak,HUN,55.85,,2,Budapest,Oct 28
9,Henry Dreyer,USA,55.68,,2,Berkeley,Jun 23
10,Adam Bonyhadi,HUN,55.61,,2,Budapest,Aug 25
11,Georgiy Dybenko,URS,55.60,,,Orasul Stalin,Sep 27
12,Teseo Taddia,ITA,55.59,,2,Stuttgart,Sep 01
13,Ivan Gubijan,YUG,55.53,,1,Belgrad,Jul 30
14,Nikolay Shorin,URS,54.84,,1,Berlin,Aug 13
15,Ewan Douglas,GBR,54.81,,1,Edinburgh,Jun 16
16,Thomas Bane,USA,54.78,,1,Philadelphia,May 26
17,Lajos Petike,HUN,54.65,,,Budapest,Jul 29
18,Clifford Blair,USA,54.22,,1,"Weston, MA",Jun 06
19,Duncan McDougall Clark,GBR,54.12,,1,Istanbul,Sep 02
20,Aleksandr Kanaki,URS,54.10,,,,
21,Stanislav Nyenashev,URS,54.08,,,Gori,Jun 04
22,Jaroslav Knotek,TCH,54.00,,2,Olomouc,Sep 22
23,Rudolf Galin,YUG,53.94,,1,Belgrad,Sep 16
24,Karl Hein,FRG,53.91,,1,Lübeck,Sep 23
25,Svend Aage Frederiksen,DEN,53.89,,1,København,Aug 30
