rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Walter Schmidt,FRG,76.40,,1,Lahr,Sep 4
2,Iosif Gamskiy,URS,75.78,,1,Kiev,Sep 19
3,Uwe Beyer,FRG,74.90,,Q,Stuttgart,Jul 9
4,Anatoliy Bondarchuk,URS,74.60,,1,München,Sep 5
5,Reinhard Theimer,GDR,74.02,,1,Berlin,Jul 4
6,Vasiliy Khmelevskiy,URS,74.00,,1,Stavropol,Oct 3
7,Istvan Encsi,HUN,73.28,,1,Budapest,Jun 26
8,Romuald Klim,URS,73.10,,2,Moscow,Aug 29
9,Gyula Zsivótzky,HUN,73.06,,1,Budapest,Oct 6
10,Jochen Sachse,GDR,72.76,,1,Leipzig,Jun 25
11,Mario Vecchiato,ITA,71.72,,1,Ancona,Oct 09
12,Edwin Klein,FRG,71.56,,1,Giessen,Jul 14
13,Sandor Eckschmidt,HUN,71.28,,2,Budapest,Jun 11
14,Tom Gage,USA,71.17,,1,Berkeley,Jun 05
15,Shigenobu Murofushi,JPN,71.14,,1,Anagasaki,Sep 19
16,Anatoliy Shchuplyakov,URS,71.00,,2,Sochi,Apr 28
17,Hans Fahsl,FRG,70.78,,1,Bonn,Jun 12
18,George Frenn,USA,70.77,,1,Long Beach,Jul 03
19,Lutz Caspers,FRG,70.60,,3,Budapest,Jun 11
20,Mikhail Rusanovskiy,URS,70.42,,1,Oryol,Aug 06
21,Karl-Hans Riehm,FRG,70.22,,1,Trier,Jul 27
22,Valeriy Valentyuk,URS,70.00,,1,Stavropol,Oct 24
23,Stanislaw Lubiejewski,POL,69.90,,1,Sopot,May 29
24,Vladimir Ambrosyev,URS,69.86,,1,Vilnius,May 22
25,Oleg Parkhomenko,URS,69.82,,1,Rostov,Sep 22
