rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ossian Skiöld,SWE,53.85,,1,Stockholm,Sep 10
2,Carl-Johan Lind,SWE,52.02,,2,Stockholm,Sep 10
3,Jack Merchant,USA,52.00,,1,Lincoln,Jul 2
4,Matthew McGrath,USA,50.45,,1,Travers Island,Jun 4
5,Orville Hewitt,USA,50.14,,1,West Point,May 28
6,Marion Ide,USA,49.98,,1,Annapolis,May 14
7,Donald Gwinn,USA,49.96,,1,Lincoln,Jul 2
8,Malcolm Nokes,GBR,49.62,,1,Manchester,Jul 16
9,Edmund Black,USA,49.27,,1,Yonkers,Jun 18
10,Norwood Wright,USA,49.15,,1,Philadelphia,May 14
11,Howard Linn,USA,48.89,,2,Philadelphia,May 28
12,Winslow Pillsbury,USA,48.04,,1,Brunswick,May 21
13,William Britton,IRL,47.82,,1,Ballyconnell,Aug 15
14,Erik Eriksson,FIN,47.67,,3,Stockholm,Sep 10
15,Armando Poggioli,ITA,47.53,,1,Cesena,Apr 10
16,Henri Moyse,USA,47.44,,1,Los Angeles,Apr 16
17,Bernhard Shively,USA,47.37,,1,Champaign,May 21
18,John Cameron,CAN,47.22,,1,Victoria,Jul 06
19,Warren Worden,USA,46.85,,2,Philadelphia,May 14
20,Archibald McDiarmid,CAN,46.83,,1,Vancouver,Jul 01
21,Wilford Ketz,USA,46.81,,1,Ann Arbor,May 14
21,Sjur Johnsen,NOR,46.81,,1,Oslo,Aug 20
23,Federico Kleger,ARG,46.69,,1,Santiago de Chile,Apr 17
24,Pedro Goic,CHI,46.26,,,,
25,Patrick O'Callaghan,IRL,46.16,,2,Manchester,Jul 16
