rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Harold Connolly,USA,69.88,,1,Culver City,Aug 4
2,Vasiliy Rudenkov,URS,68.95,,1,Tbilisi,Oct 6
3,Heinrich Thun,AUT,68.33,,1,Brussels,Aug 20
4,Yuriy Bakarinov,URS,67.30,,1,Batumi,Oct 12
5,Noburo Okamoto,JPN,66.48,,1,Tokyo,Jun 30
6,Birger Asplund,SWE,66.19,,1,Östersund,Jun 21
7,Aleksey Baltovskiy,URS,65.91,,1,Dushanbe,Oct 31
8,Nikolay Tyurin,URS,65.61,,1,Rostov,May 6
9,Tadeusz Rut,POL,65.52,,1,Warsaw,Oct 14
10,Viktor Migunko,URS,65.44,,2,Tbilisi,Oct 6
11,Gyula Zsivótzky,HUN,65.41,,1,Budapest,Oct 01
12,Anatoliy Samotsvetov,URS,65.40,,3,Moscow,Jul 02
13,Stanislav Nyenashev,URS,65.30,,1,Chernovtsi,Nov 11
14,Viktor Tatarintsev,URS,64.87,,1,Baku,Nov 21
15,Gennadiy Kondrashov,URS,64.82,,1,Moscow,Sep 10
16,Takeo Sugawara,JPN,64.75,,1,Mettmann,Aug 19
17,Oleg Kolodiy,URS,64.73,,1,Kislovodsk,Sep 26
18,Guy Husson,FRA,64.69,,1,Dole,Aug 06
19,Josef Matousek,TCH,64.65,,1,Bratislava,Aug 27
20,Josef Malek,TCH,64.40,,1,Prague,Sep 09
21,John Lawlor,IRL,64.36,,1,Cardiff,Jul 29
22,Igor Zakharov,URS,64.32,,2,Kislovodsk,Sep 26
23,Hans Fahsl,FRG,63.94,,1,Helsinki,Aug 26
24,Yuriy Nikulin,URS,63.84,,4,Leselidze,May 10
25,Olgierd Cieply,POL,63.81,,1,Helsinki,Jul 06
