rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Nina Dumbadze,URS,57.04,,1,Tbilisi,Oct 18
2,Nina Romashkova,URS,54.91,,1,Moscow,Nov 28
3,Yevgenia Arzumanova,URS,50.22,,2,Tbilisi,Oct 6
4,Yelizaveta Bagryantseva,URS,48.88,,,,
5,Rimma Shumskaya,URS,48.85,,,,
6,Marianne Werner,FRG,48.07,,1,Köln,Aug 6
7,Ilona Józsá,HUN,46.07,,1,Tata,Jul 6
8,Tamara Tishkevich,URS,45.36,,,,
9,Lotte Haidegger,AUT,45.24,,1,Budapest,May 17
10,Toyoko Yoshino,JPN,44.88,,,Istanbul,Aug 23
11,Elisabeth Hümmer,FRG,44.71,,1,Augsburg,Aug 10
12,Zoya Prokofyeva,URS,44.45,,,,
13,Libuse Novakova,TCH,44.43,,1,Chodov,May 25
14,Zoya Sinitskaya,URS,44.35,,,,
15,Karen Sonneck,FRG,44.26,,1,Hannover,Sep 14
16,Larisa Galatina,URS,44.18,,3,Riga,Aug 05
17,Edera Gentile,ITA,43.95,,1,Milan,Jun 22
18,Lyudmila Pavlova,URS,43.72,,Q,Leningrad,Aug 25
19,Lia Manoliu,ROU,43.68,,,,
20,Klavdia Tochenova,URS,43.58,,,,
21,Gerda Hagen,FRG,43.42,,2,Oberhausen,Jun 08
22,Suzanne Farmer,GBR,43.28,,1,Chichester,Jun 02
23,Lidia Volkova,URS,42.90,,,,
24,Doris Merkle,FRG,42.82,,,Merklingen,Aug 02
25,Jaroslava Jungrova,TCH,42.76,,1,Kolín,May 04
