rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Diana Sachse-Gansky,GDR,74.08,,1,Karl-Marx-Stadt,Jun 20
2,Tsvetanka Khristova,BUL,73.22,,1,Kazanluk,Apr 19
3,Martina Hellmann,GDR,72.92,,1,Potsdam,Aug 20
4,Ilke Wyludda,GDR,71.64,,2,Potsdam,Aug 20
5,Svetla Mitkova,BUL,69.72,,2,Sofia,Aug 15
6,Zdenka Silhavá,TCH,69.52,,1,Ostrava,Jun 10
7,Silvia Madetzky,GDR,69.34,,1,Halle,Jun 26
8,Irina Meszynski,GDR,68.98,,4,Potsdam,Aug 20
9,Galina Yermakova,URS,68.42,,1,Moscow,Sep 05
10,Hilda Ramos,CUB,67.90,,1,La Habana,Mar 14
11,Tatyana Belova,URS,67.82,,1,Irkutsk,Aug 10
12,Irina Shabanova,URS,67.64,,1,Krasnodar,Aug 15
13,Irina Khval,URS,67.32,,1,Moscow,Aug 15
14,Mariana Lengyel,ROU,67.28,,1,Poiana Brasov,Jul 18
15,Gabriela Reinsch,GDR,67.18,,2,Potsdam,May 21
16,Jana Günther,GDR,67.00,,6,Potsdam,Aug 20
17,Maritza Marten,CUB,66.98,,1,Habana,Aug 02
18,Florenta Craciunescu,ROU,66.84,,1,Bucharest,Jun 13
19,Yu Hourun,CHN,66.76,,1,Beijing,Mar 27
20,Franka Dietzsch,GDR,66.34,,2,Saint Denis,Jun 11
21,Hou Xuemei,CHN,66.12,,1,Beijing,May 23
22,Anette Khorina,URS,65.74,,1,Bryansk,Jul 18
23,Larisa Baranova,URS,65.36,,1,Sochi,Sep 26
24,Elju Kubi,URS,65.00,,1,Tallinn,Aug 26
25,Larisa Korotkevich,URS,64.94,,Q,Bryansk,Jul 17
