rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Irina Meszynski,GDR,71.40,,1,Karl-Marx-Stadt,Jul 10
2,Maria Vergova-Petkova,BUL,71.20,,1,Sofia,Aug 28
3,Tsvetanka Khristova,BUL,70.64,,1,Sofia,Aug 21
4,Galina Savinkova,URS,69.90,,1,Leselidze,May 16
5,Gisella Reissmuller,GDR,69.76,,1,Potsdam,Aug 18
6,Galina Murashova,URS,69.06,,1,Athens,Sep 02
7,Zdenka Bartonova-Kusa,TCH,68.66,,1,Nitra,Aug 22
8,Florenta Tacu-Craciunescu,ROU,68.24,,1,Prague,Aug 16
8,Silvia Madetzky,GDR,68.24,,1,Potsdam,Aug 28
10,Tatyana Lesovaya,URS,68.18,,1,Alma Ata,Sep 23
11,Valentina Kharchenko,URS,68.00,,1,Chelyabinsk,Sep 03
12,Petra Sziegaud,GDR,67.90,,1,East Berlin,May 19
13,Ingra-Anne Manecke,FRG,67.06,,1,Fürth,May 29
14,Ria Stalman,NED,66.58,,1,Walnut,Apr 25
15,Svetla  Bozhkova,BUL,66.42,,3,Sofia,Jun 17
16,Meg Ritchie,GBR,66.04,,1,Los Angeles,May 15
17,Tatyana Stepanova,URS,65.58,,1,Tula,Aug 06
18,Irina Ivannikova,URS,65.50,,1,Leningrad,Jun 17
19,Agnes Herczeg,HUN,65.22,,1,Debrecen,May 30
20,Ines Müller,GDR,65.04,,2,Prague,Aug 15
21,Mariana Lengyel,ROU,64.92,,2,Bucharest,May 29
22,Nina Samsonova,URS,64.90,,3,Kiev,Aug 21
23,Nadezhna Kugayevskich,URS,64.50,,1,Frunze,Apr 25
24,Martina Opitz,GDR,64.32,,3,Erfurt,May 30
25,Ulla Lundholm,FIN,65.04,,1,Helsinki,Aug 26
