rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Darya Pishchalnikova,RUS,70.69,,1,Cheboksary,Jul 05
2,Sandra Perkovic,CRO,69.11,,1,London,Aug 04
3,Nadine Müller,GER,68.89,,1c2,Bar,Mar 18
4,Yarelys Barrios,CUB,68.03,,1,La Habana,Mar 22
5,Yanfeng Li,CHN,67.84,,1c1,Wiesbaden,May 12
6,Stephanie Brown-Trafton,USA,67.74,,1,"Wailuku, HI",May 04
7,Denia Caballero,CUB,65.60,,1,La Habana,Mar 09
8,Zaneta Glanc,POL,65.34,,2c1,Halle,May 19
9,Krishna Poonia,IND,64.76,,2,"Wailuku, HI",May 05
10,Jian Tan,CHN,64.45,,2c1,Wiesbaden,May 12
11,Julia Fischer,GER,64.22,,3c1,Wiesbaden,May 12
12,Andressa de Morais,BRA,64.21,,1,Barquisimeto,Jun 10
13,Vera Karmishina-Ganeeva,RUS,64.20,,2,Cheboksary,Jul 05
14,Zinaida Sendriuté,LTU,64.03,,1,Valmiera,Jun 09
15,Mélina Robert-Michon,FRA,63.98,,6,London,Aug 04
16,Gia Lewis-Smallwood,USA,63.97,,3,"Wailuku, HI",May 05
16,Dani Samuels,AUS,63.97,,4q1,London,Aug 03
18,Xuejun Ma,CHN,63.91,,1c2,Wiesbaden,May 12
19,Natalya Semenova,UKR,63.56,,1,Yalta,May 27
20,Ekaterina Strokova,RUS,63.52,,2,Adler,May 26
21,Aretha Thurmond,USA,63.44,,2c2,"San Diego, CA",Apr 27
22,Anna Rüh,GER,63.38,,1,Schönebeck,Jul 26
23,Yanbo Yang,CHN,63.32,,3c2,"San Diego, CA",Apr 27
24,Svetlana Saykina,RUS,63.25,,3,Adler,May 26
25,Shanice Craft,GER,62.92,,4,Bochum-Wattenscheid,Jun 16
