rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Nina Dumbadze,URS,49.54,,1,Tbilisi,Oct 29
2,Gisela Mauermayer,GER,48.04,,1,Dresden,Aug 13
3,Paula Mollenhauer,GER,43.58,,1,Braunschweig,Aug 5
4,Ljubica Gabric,ITA,43.35,,1,Milan,Oct 1
5,Zoya Sinitskaya,URS,43.28,,1,Kharkov,Jun 9
6,Charlotte Künicke,GER,42.46,,1,Leipzig,Sep 10
7,Hilde Sommer,GER,42.27,,2,Erfurt,Jun 18
8,Anna Hagemann,GER,42.16,,1,Jena,Jul 16
9,Tatyana Sevryukova,URS,41.74,,1,Gorkiy,Aug 05
10,Galina Turova,URS,41.32,,3,Kharkov,Aug 24
11,Birgit Lundström,SWE,41.05,,1,Hälsingborg,Aug 27
12,Ursula Pöhlert,GER,40.30,,1,Halberstadt,Jun 24
13,Annchen Groth,GER,40.18,,2,Hamburg,Jun 25
14,Genowefa Cejzik,POL,40.11,,1,Warsaw,Jul 30
15,Elisabeth Hartmann,GER,40.09,,,Erfurt,Aug 20
16,Anna Niesink,NED,40.02,,5,Berlin,Jul 30
17,Fumi Kojima,JPN,39.90,,1,Tokyo,Oct 31
18,Gertrud Streiff,GER,39.80,,1,Hannover,Oct 01
19,Hermine Wittmann,GER,39.60,,1,Wien,May 21
20,Klavdiya Lapteva,URS,39.53,,,,
21,Elisabeth Dietrich,GER,39.27,,1,Augsburg,Aug 12
22,Doris Carter,AUS,38.67,,1,Melbourne,Dec 02
23,Aleksandra Berdnikova,URS,38.62,,0,,
24,Hanni Yard,GER,38.60,,1,München,Jul 23
25,Edera Gentile-Cordiale,ITA,38.58,,3,Dresden,Aug 13
