rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Karin Illgen,GDR,63.66,,1,Leipzig,Jul 27
2,Tamara Danilova,URS,62.54,,1,Bucharest,Aug 02
3,Liesel Westermann,FRG,62.02,,1,Barcelona,May 26
4,Faina Melnik,URS,61.80,,1,Erfurt,Sep 26
5,Christine Spielberg,GDR,61.46,,2,Berlin,Aug 01
6,Lyudmila Muravyova,URS,61.32,,1,Moscow,Aug 21
7,Gabriele Hinzmann,GDR,61.26,,1,London,Jul 10
8,Irina Solontsova,URS,60.70,,1,Leselidze,Apr 20
9,Jolan Kleiber,HUN,60.00,,1,Budapest,Jul 26
10,Antonina Ivanova,URS,59.50,,1,Dnepropetrovsk,Oct 20
11,Lia Manoliu,ROU,59.48,,1,Bucharest,Aug 29
12,Anna Mickler,GDR,58.52,,2,Erfurt,Sep 26
13,Olimpia Catarama,ROU,58.25,,2,Bucharest,Sep 19
14,Brigitte Berendonk,FRG,58.10,,1,Schwetzingen,Sep 13
15,Judit Abahazi,HUN,57.10,,3,Berlin,Jun 17
16,Nelli Sivoplyasova,URS,57.04,,1,Volgograd,Jun 22
17,Lyudmila Khmelevskaya,URS,57.02,,1,Sochi,Apr 01
18,Marita Lange,GDR,56.54,,1,Halle,Jul 14
19,Vasilka Stoeva,BUL,56.02,,3,Sochi,Oct 03
20,Lyubov Kuzmina,URS,55.98,,1,Kiev,Nov 06
21,Helgi Parts,URS,55.92,,1,Tallinn,Aug 16
22,Nadezhda Tatarintseva,URS,55.72,,5,Minsk,Sep 13
23,Argentina Menis,ROU,55.14,,3,Bucharest,Sep 12
24,Rosemary Payne,GBR,55.05,,1,The Hauge,May 17
25,Carmen Romero,CUB,54.79,,2,La Habana,Oct 31
