rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tamara Press,URS,58.82,,1,Budapest,Jun 21
2,Ingrid Lotz,GDR,57.21,,2,Tokyo,Oct 19
3,Yevgenia Kuznetsova,URS,57.19,,1,Khabarovsk,Sep 28
4,Lia Manoliu,ROU,56.97,,3,Tokyo,Oct 19
5,Virginia Mikhailova,BUL,56.70,,4,Tokyo,Oct 19
6,Jirina Nemcova,TCH,56.30,,1,Prague,Sep 18
7,Olga Connolly,USA,56.25,,1,Walnut,Sep 26
8,Kriemhild Limberg-Hausmann,FRG,55.86,,1,Jena,Aug 30
9,Antonina Popova,URS,55.53,,Q,Kiev,Aug 30
10,Jolan Kleiber,HUN,55.22,,1,Budapest,May 9
11,Doris Lorenz,GDR,54.88,,2,Jena,Aug 30
12,Nina Ponomaryova,URS,54.70,,2,Khabarovsk,Sep 28
13,Anita Hentschel,GDR,54.52,,2,Regis Breitingen,Aug 16
14,Judit Stugner,HUN,54.09,,1,Budapest,May 31
15,Olimpia Catarama,ROU,54.02,,2,Bucharest,Sep 11
16,Karin Illgen,GDR,53.82,,3,Leipzig,Jun 06
17,Lyubov Yakovtseva,URS,53.70,,1,Leselidze,May 16
17,Valerie Young,NZL,53.70,,1,Christchurch,Nov 07
19,Liu De-Tsui,CHN,53.42,,1,Shanghai,Oct 11
20,Nelli Sivoplyasova,URS,53.20,,1,Pyatigorsk,Apr 26
21,Lyudmila Shcherbakova,URS,52.94,,2,Odessa,Sep 29
22,Zyta Mojek,POL,52.76,,1,Warsaw,Jun 20
23,Judit Bognár,HUN,52.71,,4,Budapest,Jun 21
24,Liesel Westermann,FRG,52.70,,1,Hamm,Sep 20
25,Vivian Freiwald,SWE,52.65,,2,Ostrava,Sep 09
