rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Xiao Yanling,CHN,71.68,,1,Beijing,Mar 14
2,Larisa Korotkevich,RUS,71.30,,1,Sochi,May 29
3,Ilke Wyludda,GER,70.96,,1,Sevilla,Jun 06
4,Hilda Ramos,CUB,70.88,,1,La Habana,May 08
5,Maritza Marten,CUB,70.68,,1,Sevilla,Jul 18
6,Irina Yatchenko,BLR,68.94,,1,Nice,Jul 15
7,Olga Burova,RUS,68.38,,2,Sochi,May 24
8,Stefania Simova,BUL,67.80,,1,Stara Zagora,Jun 27
9,Tsvetanka Khristova,BUL,67.78,,2,Barcelona,Aug 03
10,Larisa Mikhalchenko,UKR,67.08,,1,Kharkov,Apr 29
11,Ellina Zvereva,BLR,66.26,,3,St Denis,Jun 04
12,Daniela Costian,AUT,66.24,,3,Barcelona,Aug 03
13,Manuela Tirneci,ROU,66.16,,1,Snagov,May 30
14,Qiaoping Qiu,CHN,66.08,,2,Beijing,Mar 14
15,Nicoleta Gradinaru,ROU,65.66,,1,Snagov,May 16
16,Antonina Patoka,RUS,64.98,,1,Rimini,Jun 02
17,Martina Hellmann,GER,64.96,,2,München,Jun 20
18,Ilona Zakharchenko,UKR,64.80,,1,Kiev,Jul 16
19,Barbara Hechavarría,CUB,64.66,,3,Habana,May 08
20,Franka Dietzsch,GER,64.64,,3,Duisburg,Jun 07
21,Svetla Mitkova,BUL,64.10,,2,Stara Zagora,May 09
22,Connie Price-Smith,USA,64.00,,1,San Jose,May 30
23,Ming Chunfeng,CHN,63.92,,3,Nanjing,May 18
24,Austrute Mikelite,LTU,63.80,,1,Kaunas,Feb 09
24,Renata Katewicz,POL,63.80,,1,Lodz,May 16
