rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Argentina Menis,ROU,67.32,,1,Constanza,Sep 23
2,Faina Melnik,URS,66.76,,1,Moscow,Aug 04
3,Liesel Westermann,FRG,64.96,,1,Zürich,Aug 12
4,Vasilka Stoeva,BUL,64.34,,3,München,Sep 10
5,Tamara Danilova,URS,62.86,,4,München,Sep 10
6,Carmen Ionescu,ROU,62.78,,2,Bucharest,Jul 08
7,Gabriele Hinzmann,GDR,62.36,,1,Berlin,Aug 23
8,Lia Manoliu,ROU,62.06,,1,Bucharest,May 13
9,Olimpia Catarama,ROU,61.10,,2,Piona Brasov,Jul 28
9,Karin Illgen,GDR,61.10,,1,Leipzig,Aug 03
11,Lyudmila Muravyova,URS,60.24,,3,Augsburg,Jun 24
12,Christine Spielberg,GDR,60.14,,2,Potsdam,Jun 11
13,Svetlana Zhilina,URS,59.68,,1,Voroshilovgrad,Aug 06
14,Anna Mickler,GDR,59.02,,3,Erfurt,Jun 23
15,Krystyna Nadolna,POL,58.54,,1,Warsaw,Jun 28
16,Barbara Schubert,GDR,58.34,,2,Jena,May 20
17,Svetla Bozhkova,BUL,58.22,,2,Sofia,Aug 12
18,Brigitte Berendonk,FRG,58.14,,1,Bruchsal,Jul 02
19,Radostina Vasekova,BUL,58.10,,1,Sofia,Jul 09
20,Rosemary Payne,GBR,58.02,,1,Birmingham,Jun 03
21,Valentina Mezentseva,URS,57.82,,1,Novosibirsk,Aug 20
22,Jolan Kleiber,HUN,57.72,,1,Budapest,May 20
23,Nadezhda Yerokha,URS,57.64,,1,Yesentuki,Sep 05
24,Olga Connolly,USA,57.60,,1,Los Angeles,Aug 09
24,Nina Nesterenko,URS,57.60,,1,Kharkov,Sep 16
