rank,name,nat,perf_0,perf_1,perf_2,city,date
1,John Zander,SWE,3.54.7,,1,Stockholm,Aug 5
2,Einari Anttila,FIN,4.00.8,,1,Helsinki,Sep 1
3,W. Bunting,GBR,4.04.2,,,,
4,Nils Cronsten,SWE,4.05.1,,1hc,Malmö,Sep 30
5,Nils Frykberg,SWE,4.06.0,,2,Stockholm,Aug 19
6,Arturo Porro,ITA,4.06.6,,1,Milan,Jun 17
7,Josef Lindbom,SWE,4.07.8,,2,Stockholm,Aug 5
8,Gösta Malmqvist,FIN,4.08.2,,1,Turku,Aug 26
8,Elis Thorée,SWE,4.08.2,,2hc,Norrköping,Sep 30
10,Lauritz Dam,DEN,4.08.4,,1,København,Jul 29
11,Mauritz Carlsson,SWE,4.10.0,e,3,København,Jul 29
12,Axel Lennqvist,SWE,4.10.4,,,,
13,Johannes Villemson,RUS,4.11.0,,,Helsinki,Sep 01
14,Reidar C. Anderssen,NOR,4.11.1,,1,Kristiania,Aug 04
14,Ragnar Sjögren,SWE,4.11.1,,3,Stockholm,Aug 5
16,Nils Müller,SWE,4.11.9,,,,
17,Anatole Bolin,SWE,4.12.3,,1,Uppsala,May 19
18,Armando Pagliani,ITA,4.12.8,,2,Milan,Jun 17
19,Odolf Normand Larsen,NOR,4.13.3,,2,Kristiania,Aug 04
20,Nestori Järvelä,FIN,4.13.5,,1,Tampere,Aug 19
21,Eivind Rasmussen,NOR,4.13.7,,2,Kristiania,Sep 30
22,Emanuel Lundström,SWE,4.14.3,,1,Stockholm,Sep 1
23,Karl Lennström,SWE,4.15.0,,2,Stockholm,Sep 1
24,Bo von Zweigbergk,SWE,4.15.3,,1,Lidköping,Sep 16
25,Hjalmar Andersson,SWE,4.15.6,,1,Falun,Aug 11
