rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Anna Chicherova,RUS,2.07,,1,Cheboksary,Jul 22
2,Blanka Vlaic,CRO,2.03,,2,Daegu,Sep 03
3,Antonietta Di Martino,ITA,2.00,,1,Málaga,Aug 07
4,Svetlana Shkolina,RUS,1.99,,1,Eberstadt,Jul 16
5,Venelina Veneva-Mateeva,BUL,1.98,,2,Split,Jun 24
5,Esthera Petre,ROU,1.98,,1,Ostrava,Jul 16
7,Elena Slesarenko,RUS,1.97,,3,Cheboksary,Jul 22
8,Anna Iljutenko,EST,1.96,,1,Viljandi,Aug 09
8,Brigetta Barrett,USA,1.96,,1,Shenzhen,Aug 21
8,Airiné Palyté,LTU,1.96,,2,Shenzhen,Aug 21
11,Vita Styopina,UKR,1.95,,1,Yalta,May 30
11,Melanie Melfort,FRA,1.95,,2,Rabat,Jun 05
11,Tatyana Mnatsakanova,RUS,1.95,,2,Moskva,Jun 12
11,Doreen Amata,NGR,1.95,,3,Eberstadt,Jul 16
11,Mariya Kuchina,RUS,1.95,,1,Tallinn,Jul 24
11,Ruth Beitia,ESP,1.95,,1,Los Corrales de Buelna,Jul 25
11,Emma Green-Tregaro,SWE,1.95,,2q1,Daegu,Sep 01
11,Deirdre Ryan,IRL,1.95,,4q1,Daegu,Sep 01
11,Svetlana Radzivil,UZB,1.95,,5q2,Daegu,Sep 01
11,Xingjuan Zheng,CHN,1.95,,5q2,Daegu,Sep 01
21,Marina Aitova,KAZ,1.94,,2,Daegu,May 12
21,Irina Gordeeva,RUS,1.94,,2,Sochi,May 25
21,Levern Spencer,LCA,1.94,,1,Hengelo,May 29
21,Oksana Okuneva,UKR,1.94,,2,Ostrava,Jul 16
21,Burcu Ayhan,TUR,1.94,,3,Ostrava,Jul 16
21,Ebba Jungmark,SWE,1.94,,3,Zagreb,Sep 13
1,Antonietta Di Martino,ITA,2.04,i,1,Banská Bystrica,Feb 09
2,Svetlana Shkolina,RUS,2.00,i,2,Banská Bystrica,Feb 09
3,Venelina Veneva-Mateeva,BUL,1.97,i,1,Bucuresti,Feb 18
3,Mariya Kuchina,RUS,1.97,i,1,Trinec,Jan 26
5,Ruth Beitia,ESP,1.96,i,2,Paris,Mar 06
5,Ebba Jungmark,SWE,1.96,i,3,Paris,Mar 06
