rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yordanka Blagoeva,BUL,1.92,,1,Warsaw,Aug 4
2,Ilona Gusenbauer,AUT,1.91,,1,Wien,Jul 4
3,Rita Kirst-Schmidt,GDR,1.90,,1,Sofia,May 26
3,Virginia Ioan-Bonci,ROU,1.90,,1,Athens,Aug 26
5,Rosemarie Witschas,GDR,1.88,,2,Berlin,Jul 31
5,Milada Karbanova,TCH,1.88,,1,Prague,Aug 12
5,Cornelia Popescu,ROU,1.88,,1,Sofia,Oct 6
8,Rita Gildemeister,GDR,1.87,,1,Leipzig,Sep 16
8,Barbara Lawton-Inkpen,GBR,1.87,,1,London,Sep 22
10,Erika Rudolf,HUN,1.86,,1,Bucharest,May 6
10,Marie-Christine Debourse-Wartel,FRA,1.86,,1,Sittard,Aug 5
10,Sara Simeoni,ITA,1.86,,1,Milan,Sep 2
13,Erica Teodorescu,ROU,1.85,,1,P. Brasov,Aug 05
14,Andrea Matay,HUN,1.84,,2,Budapest,May 06
14,Tamara Galka,URS,1.84,,1,Dnepropetrovsk,Jun 17
14,Vera Bradacova,TCH,1.84,,1,Prague,Jul 14
14,Renate Gärtner,FRG,1.84,,1,Sindelfingen,Aug 11
18,Snezana Hrepevnik,YUG,1.83,,1,Belgrad,Jun 17
18,Grith Ejstrup,DEN,1.83,,1,København,May 13
18,Ulrike Meyfarth,FRG,1.83,,1,Lübeck,May 27
18,Alena Proskova,TCH,1.83,,1,Prague,Jun 22
18,Breda Babosek,YUG,1.83,,P,Maribor,Jul 03
18,Gabrielle Krause,GDR,1.83,,2,Sofia,Jul 08
18,Galina Filatova,URS,1.83,,1,Minsk,Jul 23
18,Lousie Hannah,CAN,1.83,,1,Toronto,Sep 03
1,Yordanka Blagoeva,BUL,1.92,i,1,Rotterdam,Mar 11
2,Rosemarie Witschas,GDR,1.91,i,1,Berlin,Jan 28
3,Erika Rudolf,HUN,1.86,i,1,Moscow,Mar 04
