rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ester van Heerden,RSA,1.651,,1,Stellenbosch,Mar 30
2,Ilsebill Pfenning,SUI,1.63,,1,Turin,May 9
2,Fanny Blankers-Koen,NED,1.63,,1,Wiermgerwoord,Jul 21
4,Rie Yamanouchi,JPN,1.60,,1,Tokyo,Jun 9
4,Nelly van Balen Blanken,NED,1.60,,1,Utrecht,Jun 23
4,Feodora zu Solms,GER,1.60,,1,Parma,Jul 28
4,Gunda Friedrich,GER,1.60,,1,Berlin,Aug 11
8,Galina Ganeker,URS,1.57,,1,Kiev,Jun 23
8,Luise Lockemann,GER,1.57,,1,Jena,Jun 23
8,Elfriede Kaun,GER,1.57,,2,Parma,Jul 28
11,Doris Carter,AUS,1.562,,1,Melbourne,Feb 03
12,Hedwig Moser,GER,1.56,,P,Nürnberg,Jun 16
12,Maria Staudt,GER,1.56,,1,Kassel,Jul 14
14,Erika Junghanns,GER,1.55,,,Erfurt,Aug 01
14,Henny Gronen,GER,1.55,,P,Düsseldorf,Sep 01
14,Kiyoko Arinaga,JPN,1.55,,1,Tokyo,Nov 01
14,Junko Nishida,JPN,1.55,,2,Tokyo,Nov 01
18,Lelia Spuhr,ARG,1.545,,1,Villa Dallester,Sep 22
19,Grete Byloff,AUT,1.53,,1,Wien,Jul 14
19,Olga Shakhova,URS,1.53,,1,Leningrad,Jul 21
19,Gwen Beech,CAN,1.53,,1,New Westminster,Aug 03
19,Margarete Winkels,GER,1.53,,1,Köln,Oct 20
19,Lyudmila Kulikova,URS,1.53,,,,
24,Sachiko Ishii,JPN,1.52,,1,Hiroshima,May 19
24,Elfriede Brunemann,GER,1.52,,P,Hannover,Jun 22
24,Hildegard Woelk,GER,1.52,,P,Weimar,Jul 21
24,Hertha König,GER,1.52,,1,Mannheim,Jul 21
24,Wanda Nowak,AUT,1.52,,1,Wien,Aug 09
24,Erika Eckelt,GER,1.52,,1,,Sep 04
24,Kiyoko Sugi,JPN,1.52,,1,Fukuoka,Sep 15
24,Ilse Barends-Heck,CHI,1.52,,1,,Nov 03
