rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Helma Notte,GER,1.58,,1,Krefeld,Jun 14
2,Jean Shiley,USA,1.575,,1,Jersey City,Jul 25
2,Marjorie O'Kell,GBR,1.575,,1,Leamington,Aug 3
4,Connie Coulson,CAN,1.568,,1,Cornwall,Aug 04
5,Carolina Gisolf,NED,1.55,,1,Amsterdam,Aug 9
6,Dorothy Frances Anderson,USA,1.549,,1=,Milwaukee,Jun 20
6,Annette Rogers,USA,1.549,,1=,Milwaukee,Jun 20
6,Susannah Bowyer,GBR,1.549,,1,London,Jun
6,Mary Seary,GBR,1.549,,2,Leamington,Aug 3
6,Eva Dawes-Spinks,CAN,1.549,,2,Cornwall,Aug 4
11,Marjorie Clark,RSA,1.536,,1,Bloemfontein,Apr 4
12,Mary Milne-Dumbrill,GBR,1.524,,1,Canterbury,May 25
12,Hilda Thorogood,GBR,1.524,,3,Leamington,Aug 03
12,Dora Greenwood,GBR,1.524,,1,Southend,Jul 4
15,Hedwig Geiling,GER,1.52,,1,Hamburg,Jun 21
15,Hertha Wolf,GER,1.52,,2,Hamburg,Jun 21
15,Susann Börner,GER,1.52,,1,Leipzig,Jun 28
15,Erika Haase,GER,1.52,,1,Berlin,Jul 12
15,Michiko Nakanishi,JPN,1.52,,1,Tokyo,Aug 22
20,Catherine Maguire,USA,1.511,,1,St.Louis,Jun 06
20,Ann Wilson-Froelich,CAN,1.511,,1,Vancouver,Sep 3
22,Ingeborg Braumüller,GER,1.51,,,Berlin,Sep 06
23,Betty Buck,USA,1.505,,1,Poughkeepsie,May
23,Sammie-Jeanette Rushing,USA,1.505,,1,Moorhead,Jun
25,Horchler,GER,1.50,,2,Krefeld,Jun 07
1,Jean Shiley,USA,1.600,i,1,Newark,Mar 14
2,Genevieve Valvoda,USA,1.553,i,1,Chicago,Mar 27
