rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Venelina Veneva,BUL,2.03,,1,Kalamata,May 23
2,Monica Iagar-Dinescu,ROU,2.02,,1,Budapest,Jun 06
3,Yelena Rodina-Gulyayeva,RUS,2.01,,2,Kalamata,May 23
4,Khristina Kalcheva,BUL,1.99,,1,Sofia,May 16
5,Zuzana Kovacikova-Hlavonova,CZE,1.98,,1,Sankt Peterburg,Jun 28
5,Tisha Waller,USA,1.98,,1,Edwardsville,Jul 25
7,Viktoriya Seryogina,RUS,1.97,,1,Berdichev,Sep 11
8,Hestrie Cloete-Storbeck,RSA,1.96,,1,Rhede,Jun 19
9,Yulia Lyakhova,RUS,1.95,,1,Krasnodar,May 22
9,Francesca Bradamante,ITA,1.95,,1,Udine,May 23
9,Britta Bilac,SLO,1.95,,3,Kalamata,May 23
9,Alina Astafei,GER,1.95,,2,Sankt Peterburg,Jun 28
9,Viktoria Fyodorova,RUS,1.95,,1,Moscow,Aug 02
9,Donata Jancewicz-Wawrzyniak,POL,1.95,,2,Budapest,Aug 23
15,Yelena Yelesina,RUS,1.94,,3,Haniá,May 27
15,Amy Acuff,USA,1.94,,1,Rehlingen,Jun 01
15,Yelena Topchina,RUS,1.94,,1,Milan,Jun 05
15,Nele Zilinskiene,LTU,1.94,,1,Kaunas,Jun 07
15,Viktoriya Styopina,UKR,1.94,,1,Formia,Jul 12
15,Miki Imai,JPN,1.94,,1,Fukuoka,Jul 20
15,Irina Mikhalchenko,UKR,1.94,,1,Kiev,Aug 01
22,Viktoriya Slivka,RUS,1.93,,1,Schwechat,May 31
22,Erin Aldrich,USA,1.93,,1,Buffalo,Jun 06
22,Kajsa Bergqvist,SWE,1.93,,2,Buffalo,Jun 06
22,Birgit Kähler,GER,1.93,,1,Luxembourg,Jul 19
22,Sigrid Kirchmann,AUT,1.93,,1Q2,Budapest,Aug 20
1,Tisha Waller,USA,2.01,i,1,Atlanta,Feb 28
2,Yelena Yelesina,RUS,1.98,i,1,Moscow,Feb 14
3,Erin Aldrich,USA,1.97,i,1,Indianapolis,Feb 14
4,Yulia Lyakhova,RUS,1.96,i,3,Moscow,Feb 14
4,Alina Astafei,GER,1.96,i,1,Sindelfingen,Feb 14
4,Yekaterina Aleksandrova,RUS,1.96,i,4,Moscow,Feb 14
