rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Carolina Gisolf,NED,1.605,,1,Maastricht,Jul 18
2,Marjorie Clark,RSA,1.60,,ex,London,Jun 23
2,Ethel Catherwood,CAN,1.60,,1,Halifax,Jul 2
4,Mildred Wiley,USA,1.57,,1,Pasadena,Jul
5,Maria Shamanova,URS,1.55,,1,Moscow,Jul 15
6,Helma Notte,GER,1.545,,1,Leipzig,Jun 17
7,Leontine Stevens,BEL,1.54,,1,Schaerbeek,Aug 12
8,Jean Shiley,USA,1.536,,1,Philadelphia,May 16
9,Hilda Hatt,GBR,1.524,,1,London,Jun 23
9,Eva Dawes,CAN,1.524,,2,Halifax,Jul 2
9,Helene Meyer,GER,1.524,,1,Köln,Jul 28
12,Hélène Bons,FRA,1.50,,1,Le Bourget,Jun 03
12,Gertrud Mathieu,GER,1.50,,1,Hannover,Jul 8
12,Elisabeth Bonnetsmüller,GER,1.50,,2,Berlin,Jul 14
12,Lucienne Laudre,FRA,1.50,,2,Berlin,Aug 19
16,Coleman,GBR,1.499,,1=,Leeds,May 19
16,Hammond,GBR,1.499,,1=,Leeds,May 19
16,Rose Mellor,USA,1.499,,1,Eureka,Jun 02
16,Barbara Holliday,GBR,1.499,,2,London,Jun 23
16,Muriel Gunn-Cornell,GBR,1.499,,1,London,Sep 03
16,Mary Milne,GBR,1.499,,2,London,Sep 03
16,B. Musgrove,RSA,1.499,,1,Johannesburg,Sep 25
16,Betty Mark,CAN,1.499,,1,Parry Sound,Oct 16
24,Catherine Maguire,USA,1.492,,3=,Newark,Jul 04
24,Marion Holley,USA,1.492,,3=,Newark,Jul 04
