rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Iolanda Balas,ROU,1.90,,1,Bucharest,Aug 19
2,Micheline Brown-Mason,AUS,1.83,,1,Sydney,Nov 01
3,Wu Fu-Shan,CHN,1.79,,1,Taiyuan,Jun 9
4,Taisia Chenchik,URS,1.78,,3,Tokyo,Oct 15
5,Cheng Feng-Yung,CHN,1.77,,1,Lushun-Dairen,Aug 22
6,Karin Rüger,GDR,1.76,,1,Potsdam,Aug 15
6,Frances Slaap,GBR,1.76,,1,Portsmount,Sep 26
6,Wu Yun-Hsin,CHN,1.76,,P,Peking,Sep 25
9,Dianne Gerace,CAN,1.75,,1,Vancouver,May 9
9,Gerda Kupferschmied,GDR,1.75,,1,Jena,Jul 11
9,Jaroslawa Bieda,POL,1.75,,1,Warsaw,Jul 16
12,Chang Ching-Ying,CHN,1.74,,1,Peking,May 30
12,Aida Dos Santos,BRA,1.74,,4,Tokyo,Oct 15
14,Doris Langer,GDR,1.73,,1,Sofia,Jun 18
14,Linda Knowles,GBR,1.73,,2,Warsaw,Aug 22
14,Olga Pulic,YUG,1.73,,2,Bucharest,Sep 13
17,Robin Woodhouse,AUS,1.725,,2,Melbourne,Mar 01
17,Eleanor Montgomery,USA,1.725,,1,Dayton,May 30
19,Gwenda Matthews,GBR,1.72,,2,Hagen,May 31
19,Mary Rand,GBR,1.72,,P,Brussels,Jun 20
19,Lyudmila Komleva,URS,1.72,,1,Kharkov,Jul 12
22,Hsuan Hsiao-mei,CHN,1.71,,1,Shanghai,Jul 09
22,Klara Pushkaryova,URS,1.71,,1,Donetsk,Jul 13
22,Maria da Conceicao Cipriano,BRA,1.71,,1,Rio de Janeiro,Aug 16
22,Dagmar Melzer,GDR,1.71,,1,Cracow,Sep 26
