rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ingrid Kristiansen,NOR,2.24.26,,1,London,May 13
2,Joan Benoit,USA,2.24.52,,1,Los Angeles,Aug 05
3,Rosa Mota,POR,2.26.01,,1,Chicago,Oct 21
4,Grete Waitz,NOR,2.26.18,,2,Los Angeles,Aug 05
5,Katrin Dörre,GDR,2.26.52,,1,Grünau,Jul 21
6,Lisa Ondieki,AUS,2.27.40,,2,Chicago,Oct 21
7,Lorraine Moller,NZL,2.28.34,,5,Los Angeles,Aug 05
8,Priscilla Welch,GBR,2.28.54,,6,Los Angeles,Aug 05
9,Sylvia Ruegger,CAN,2.29.09,,8,Los Angeles,Aug 05
10,Raisa Smekhnova,URS,2.29.10,,1,Vilnius,Oct 07
11,Laura Fogli,ITA,2.29.28,,9,Los Angeles,Aug 05
12,Nadyezdha Usmanova,URS,2.30.36,,2,Vilnius,Oct 07
13,Dorthe Rasmussen,DEN,2.30.42,,4,Chicago,Oct 21
14,Natalya Bardina,URS,2.30.50,,1,Krasnodar,Oct 28
15,Zoya Ivanova,URS,2.31.11,,1,Baku,May 13
16,Charlotte Teske,FRG,2.31.16,,1,Frankfurt,May 13
17,Sarah Rowell,GBR,2.31.28,,3,London,May 13
18,Lisa Larsen,USA,2.31.31,,5,Chicago,Oct 21
19,Julie Brown,USA,2.31.41,,2,Olympia,May 12
20,Jacqueline Gareau,CAN,2.31.57,,1,Los Angeles,Feb 19
21,Akemi Masuda,JPN,2.32.05,,2,Osaka,Jan 29
22,Anne Audain,NZL,2.32.07,,2,Los Angeles,Feb 19
22,Tuija Toivonen,FIN,2.32.07,,10,Los Angeles,Aug 05
24,Julie Isphording,USA,2.32.26,,3,Olympia,May 12
25,Christine-Marie Deurbroeck,BEL,2.32.32,,1,Peer,May 01
