rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Irina Mikitenko,GER,2.19.19,,1,Berlin,Sep 28
2,Magarsa Assale Tafa,ETH,2.21.31,,2,Berlin,Sep 28
3,Zhang Yingying,CHN,2.22.38,,1,Xiamen,Jan 05
4,Berhane Adere,ETH,2.22.42,,1,Dubai,Jan 18
5,Galina Bogomolova,RUS,2.22.53,,1,Roma,Mar 16
6,Bezunesh Bekele,ETH,2.23.09,,2,Dubai,Jan 18
7,Xue Bai,CHN,2.23.27,,2,Xiamen,Jan 05
8,Yoshimi Ozaki,JPN,2.23.30,,1,Tokyo,Nov 16
9,Paula Radcliffe,GBR,2.23.56,,1,New York City,Nov 02
10,Irina Timofeyeva,RUS,2.24.14,,1,Hamburg,Apr 27
11,Yuri Kano,JPN,2.24.27,,2,Tokyo,Nov 16
12,Svetlana Zakharova,RUS,2.24.39,,2,London,Apr 13
13,Dire Tune,ETH,2.24.40,,1,Houston,Jan 13
14,Hellena Loshanyang Kiprop,KEN,2.25.01,,3,Berlin,Sep 28
15,Mara Yamauchi,GBR,2.25.03,,3,Tokyo,Nov 16
16,Wei Yanan,CHN,2.25.10,,3,Xiamen,Jan 05
17,Lyubov Morgunova,RUS,2.25.12,,1,Rotterdam,Apr 13
18,Alevtina Biktimirova,RUS,2.25.27,,2,Boston,Apr 21
19,Martha Komu,KEN,2.25.33,,1,Paris,Apr 06
20,Tomo Morimoto,JPN,2.25.34,,2,Osaka,Jan 27
21,Worknesh Tola,ETH,2.25.37,,2,Paris,Apr 06
21,Gete Wami,ETH,2.25.37,,3,London,Apr 13
23,Lyudmila Petrova,RUS,2.25.43,,2,New York City,Nov 02
24,Rose Cheruiyot,KEN,2.25.48,,4,Dubai,Jan 18
25,Yurika Nakamura,JPN,2.25.51,,1,Nagoya,Mar 09
25,Yoko Shibui,JPN,2.25.51,,4,Tokyo,Nov 16
