rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Uta Pippig,GER,2.21.45,,1,Boston,Apr 18
2,Valentina Yegorova,RUS,2.23.33,,2,Boston,Apr 18
3,Katrin Dörre,GER,2.25.15,,1,Boston,Apr 18
3,Elana Meyer,RSA,2.25.15,,3,Berlin,Sep 25
5,Alena Peterkova,CZE,2.25.19,,4,Boston,Apr 18
6,Miyoko Asahina,JPN,2.25.52,,1,Rotterdam,Apr 17
7,Tomoe Abe,JPN,2.26.09,,1,Osaka,Jan 30
7,Nobuko Fujimura,JPN,2.26.09,,2,Osaka,Jan 30
9,Junko Asari,JPN,2.26.10,,3,Osaka,Jan 30
10,Mitsuyo Yoshida,JPN,2.26.26,,4,Osaka,Jan 30
11,Carmen de Oliveira,BRA,2.27.41,,5,Boston,Apr 18
12,Franziska Moser,SUI,2.27.44,,1,Frankfurt,Oct 23
13,Mari Tanigawa,JPN,2.27.55,,1,Paris,Apr 24
14,Noriko Kawaguchi,JPN,2.28.08,,6,Osaka,Jan 29
15,Olga Avalos Appell,USA,2.28.12,,1,Los Angeles,Mar 06
16,Yuka Terunama,JPN,2.28.26,,7,Osaka,Jan 29
17,Rocio Ríos,ESP,2.29.00,,2,Berlin,Sep 25
18,Malgorzata Sobanska,POL,2.29.06,,8,Osaka,Jan 29
19,Ritva Lemettinen,FIN,2.29.16,,2,Rotterdam,Apr 17
20,Adriana Barbu,ROU,2.29.21,,1,Marrakesh,Jan 30
21,Mónica Pont,ESP,2.29.36,,6,Boston,Apr 18
22,Anuta Catuna,ROU,2.29.39,,2,Marrakesh,Jan 30
23,Carla Beurskens,NED,2.29.43,,3,Rotterdam,Apr 17
24,Maria Manuela Machado,POR,2.29.54,,1,Helsinki,Aug 07
25,Angelina Kanana,KEN,2.29.59,,1,Hamburg,Apr 24
