rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Catherine Ndereba,KEN,2.21.33,,1,Chicago,Oct 22
2,Naoko Takahashi,JPN,2.22.19,,1,Nagoya,Mar 12
3,Lornah Kiplagat,KEN,2.22.36,,2,Chicago,Oct 22
4,Lidia Simon,ROU,2.22.54,,1,Osaka,Jan 30
5,Harumi Hiroyama,JPN,2.22.56,,2,Osaka,Jan 30
6,Esther Wanjiru,KEN,2.23.31,,3,Osaka,Jan 30
7,Marleen Renders,BEL,2.23.44,,1,Paris,Apr 9
8,Maura Viceconte,ITA,2.23.47,,1,Wien,May 21
9,Joyce Chepchumba,KEN,2.24.02,,1,Tokyo,Nov 19
10,Tegla Loroupe,KEN,2.24.33,,1,London,Apr 16
11,Reiko Tosa,JPN,2.24.36,,2,Nagoya,Mar 12
12,Elfenesh Alemu,ETH,2.24.47,,4,Osaka,Jan 30
13,Kayoko Obata,JPN,2.25.14,,5,Osaka,Jan 30
14,Ren Xiujuan,CHN,2.25.32,,1,Jinan,Apr 02
15,Adriana Fernandez,MEX,2.25.42,,4,London,Apr 16
16,Lyudmila Petrova,RUS,2.25.45,,1,New York,Nov 05
17,Kerryn McCann,AUS,2.25.59,,5,London,Apr 16
18,Franca Fiacconi,ITA,2.26.03,,2,New York,Nov 05
19,Derartu Tulu,ETH,2.26.09,,6,London,Apr 16
20,Maria Guida,ITA,2.26.12,,7,London,Apr 16
21,Kazumi Matsuo,JPN,2.26.15,,1,Berlin,Sep 10
22,Valentina Yegorova,RUS,2.26.26,,2,Nagano,Apr 09
23,Irina Bogacheva,KGZ,2.26.27,,2,Boston,Apr 17
23,Fatuma Roba,ETH,2.26.27,,3,Boston,Apr 17
25,Lyubov Morgunova,RUS,2.26.33,,8,London,Apr 16
