rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Lisa Ondieki,AUS,2.23.51,,1,Osaka,Jan 31
2,Rosa Mota,POR,2.24.30,,1,Boston,Apr 18
3,Ingrid Kristiansen,NOR,2.25.41,,1,London,Apr 17
4,Grete Kirkeberg,NOR,2.25.44,,1,Frankfurt/M,Oct 30
5,Katrin Dörre,GDR,2.26.21,,3,Seoul,Sep 23
6,Tatyana Dzhabrahilova,URS,2.27.05,,4,Seoul,Sep 23
7,Zhao Youfeng,CHN,2.27.06,,5,Seoul,Sep 23
8,Laura Fogli,ITA,2.27.49,,6,Seoul,Sep 23
9,Grete Waitz,NOR,2.28.07,,1,New York,Nov 06
10,Rita van Landeghem,BEL,2.28.11,,1,Minneapolis-St. Paul,Oct 10
11,Raisa Smekhnova,URS,2.28.40,,2,Huy,Apr 30
12,Carla Beurskens,NED,2.28.58,,2,Nagoya,Mar 06
13,Renata Kokowska,POL,2.29.16,,1,Berlin,Mar 09
14,Lisa Weidenbach,USA,2.29.17,,1,Chicago,Oct 30
15,Birgit Stephan,GDR,2.29.19,,3,Nagoya,Mar 06
16,Daniele Kaber,LUX,2.29.23,,7,Seoul,Sep 23
17,Tuija Jousimaa,FIN,2.29.26,,2,Boston,Apr 18
18,Misako Miyahara,JPN,2.29.37,,2,Osaka,Jan 31
18,Zoya Ivanova,URS,2.29.37,,3,Huy,Apr 30
20,Emma Scaunich,ITA,2.29.46,,2,Chicago,Oct 30
21,Paula Fudge,GBR,2.29.47,,3,Chicago,Oct 30
22,Alevtina Chasova,URS,2.29.49,,1,Uzhgorod,Apr 17
23,Margaret Groos,USA,2.29.50,,1,Pittsburgh,May 01
24,Vera Sukhova,URS,2.30.09,,1,Belaja Cerkov,Oct 07
25,Nancy Ditz,USA,2.30.14,,2,Pittsburgh,May 01
25,Maria Curatolo,ITA,2.30.14,,8,Seoul,Sep 23
