rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Chunxiu Zhou,CHN,2.20.38,,1,London,Apr 22
2,Mizuki Noguchi,JPN,2.21.37,,1,Tokyo,Nov 18
3,Gete Wami,ETH,2.21.45,,2,London,Apr 22
4,Paula Radcliffe,GBR,2.23.09,,1,"New York City, NY",Nov 04
5,Wei Yanan,CHN,2.23.12,,1,Seoul,Mar 18
6,Salina Jebet Kosgei,KEN,2.23.31,,2,Tokyo,Nov 18
7,Yumiko Hara,JPN,2.23.48,,1,Osaka,Jan 28
8,Constantina Tomescu,ROU,2.23.55,,3,London,Apr 22
9,Mari Ozaki,JPN,2.24.39,,2,Osaka,Jan 28
10,Yuri Kano,JPN,2.24.43,,3,Osaka,Jan 28
11,Lornah Kiplagat,NED,2.24.46,,5,London,Apr 22
12,Irina Mikitenko,GER,2.24.51,,2,Berlin,Sep 30
13,Magarsa Assale Tafa,ETH,2.25.07,,1,Paris,Apr 15
14,Souad Aït Salem,ALG,2.25.08,,1,Roma,Mar 18
15,Pamela Chepchumba,KEN,2.25.36,,1,Milano,Dec 02
16,Mara Yamauchi,GBR,2.25.41,,6,London,Apr 22
17,Yong-Ok Jong,PRK,2.26.02,,1,Pyongyang,Apr 08
18,Xiaolin Zhu,CHN,2.26.08,,1,Xiamen,Mar 31
19,Jelena Prokopcuka,LAT,2.26.13,,3,"New York City, NY",Nov 04
20,Hellena Loshanyang Kiprop,KEN,2.26.27,,3,Berlin,Sep 30
21,Hiromi Ominami,JPN,2.26.37,,1,Rotterdam,Apr 15
22,Hellen Jemaiyo Kimutai,KEN,2.26.46,,2,Roma,Mar 18
23,Dire Tune,ETH,2.26.52,,1,"Houston, TX",Jan 14
24,Irina Timofeyeva,RUS,2.26.54,,4,Berlin,Sep 30
25,Kum-Ok Kim,PRK,2.26.56,,2,Pyongyang,Apr 08
