rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Deena Kastor,USA,2.19.36,,1r2,London,Apr 23
2,Chunxiu Zhou,CHN,2.19.51,,1,Seoul,Mar 12
3,Berhane Adere,ETH,2.20.42,,1,Chicago,Oct 22
4,Galina Bogomolova,RUS,2.20.47,,2,Chicago,Oct 22
5,Lyudmila Petrova,RUS,2.21.29,,2r2,London,Apr 23
6,Gete Wami,ETH,2.21.34,,1,Berlin,Sep 24
7,Susan Chepkemei,KEN,2.21.46,,3r2,London,Apr 23
8,Benita Johnson,AUS,2.22.36,,3,Chicago,Oct 22
9,Madaí Pérez,MEX,2.22.59,,4,Chicago,Oct 22
10,Salina Kosgei,KEN,2.23.22,,2,Berlin,Sep 24
11,Harumi Hiroyama,JPN,2.23.26,,1,Nagoya,Mar 12
12,Jeptoo Rita Sitienei,KEN,2.23.38,,1,"Boston, MA",Apr 17
13,Jelena Prokopcuka,LAT,2.23.48,,2,"Boston, MA",Apr 17
14,Yoko Shibui,JPN,2.23.58,,2,Nagoya,Mar 12
15,Reiko Tosa,JPN,2.24.11,,3,"Boston, MA",Apr 17
16,Constantina Tomescu,ROU,2.24.25,,5,Chicago,Oct 22
17,Tomo Morimoto,JPN,2.24.33,,1,Wien,May 07
18,Robe Tola,ETH,2.24.35,,1,Hamburg,Apr 23
19,Catherine Ndereba,KEN,2.25.05,,1,Osaka,Jan 29
20,Lidiya Grigoryeva,RUS,2.25.10,,1,"Los Angeles, CA",Mar 19
21,Mara Yamauchi,GBR,2.25.13,,6r2,London,Apr 23
22,Bruna Genovese,ITA,2.25.28,,4,"Boston, MA",Apr 17
23,Nuta Olaru,ROU,2.25.37,,6,Chicago,Oct 22
24,Tetyana Hladyr,UKR,2.25.44,,1,Roma,Mar 26
25,Kayoko Obata,JPN,2.25.52,,2,Osaka,Jan 29
