rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tegla Loroupe,KEN,2.22.07,,1,Rotterdam,Apr 20
2,Catherina McKiernan,IRL,2.23.44,,1,Berlin,Sep 28
3,Madina Biktagirova,RUS,2.24.46,,2,Berlin,Sep 28
4,Marleen Renders,BEL,2.25.56,,2,Rotterdam,Apr 20
5,Katrin Dörre,GER,2.25.57,,1,Osaka,Jan 26
6,Makiko Ito,JPN,2.26.03,,3,Rotterdam,Apr 20
7,Kwon Eun-ju,KOR,2.26.12,,1,Chunchon,Oct 26
8,Fatuma Roba,ETH,2.26.23,,1,Boston,Apr 21
9,Pan Jinhong,CHN,2.26.39,,1,Shanghai,Oct 04
10,Joyce Chepchumba,KEN,2.26.51,,1,London,Apr 13
11,Liz McColgan,GBR,2.26.52,,2,London,Apr 13
12,Mariko Hara,JPN,2.26.54,,2,Osaka,Jan 26
13,Wang Jianfen,CHN,2.26.58,,2,Beijing,Oct 04
14,Lidia Simon,ROU,2.27.04,,3,Osaka,Jan 26
14,Jane Salumäe,EST,2.27.04,,1,Turin,May 11
16,Elana Meyer,RSA,2.27.09,,2,Boston,Apr 21
17,Kayoko Obata,JPN,2.27.27,,4,Berlin,Sep 28
17,Angelina Kanana,KEN,2.27.27,,1,Köln,Oct 05
19,Ai Dongmei,CHN,2.27.30,,3,Beijing,Oct 04
20,Ornella Ferrara,ITA,2.28.01,,2,Turin,May 11
21,Sonja Krolik-Oberem,GER,2.28.02,,4,London,Apr 13
22,Colleen de Reuck,RSA,2.28.03,,3,Boston,Apr 21
23,Ramilya Burangulova,RUS,2.28.07,,5,London,Apr 13
24,Dong Yanmei,CHN,2.28.09,,1,Dailan,Oct 26
25,Maria Manuela Machado,POR,2.28.12,,6,London,Apr 13
