rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Liliya Shobukhova,RUS,2.18.20,,1,"Chicago, IL",Oct 09
2,Mary Jepkosgei Keitany,KEN,2.19.19,,1r1,London,Apr 17
3,Florence Jebet Kiplagat,KEN,2.19.44,,1,Berlin,Sep 25
4,Edna Ngeringwony Kiplagat,KEN,2.20.46,,3r1,London,Apr 17
5,Mamitu Daska,ETH,2.21.59,,1,Frankfurt,Oct 30
6,Tiki Gelana,ETH,2.22.08,,1,Amsterdam,Oct 16
7,Ejegayehu Dibaba,ETH,2.22.09,,2,"Chicago, IL",Oct 09
8,Irina Mikitenko,GER,2.22.18,,2,Berlin,Sep 25
9,Lydia Cheromei,KEN,2.22.34,,1,Praha,May 08
10,Koren Jelela,ETH,2.22.43,,1,Toronto,Oct 16
11,Aselefech Mergia,ETH,2.22.45,,1,Dubai,Jan 21
12,Priscah Jeptoo,KEN,2.22.55,,1,Paris,Apr 10
13,Firehiwot Dado,ETH,2.23.15,,1,"New York City, NY",Nov 06
14,Bizunesh Deba,ETH,2.23.19,,2,"New York City, NY",Nov 06
15,Mare Dibaba,ETH,2.23.25,,2,Toronto,Oct 16
16,Helena Loshanyang Kirop,KEN,2.23.37,,1,Venezia,Oct 23
17,Isabellah Andersson,SWE,2.23.41,,3,Dubai,Jan 21
18,Bezunesh Bekele,ETH,2.23.42,,4r1,London,Apr 17
19,Paula Radcliffe,GBR,2.23.46,,3,Berlin,Sep 25
20,Atsede Baysa,ETH,2.23.50,,5r1,London,Apr 17
21,Agnes Kiprop,KEN,2.23.54,,2,Frankfurt,Oct 30
22,Yoshimi Ozaki,JPN,2.23.56,,1,Yokohama,Feb 20
23,Yukiko Akaba,JPN,2.24.09,,6r1,London,Apr 17
24,Philes Moora Ongori,KEN,2.24.20,,1,Rotterdam,Apr 10
25,Flomena Chepchirchir,KEN,2.24.21,,3,Frankfurt,Oct 30
