rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tegla Loroupe,KEN,2.20.43,,1,Berlin,Sep 26
2,Eri Yamaguchi,JPN,2.22.12,,1,Tokyo,Nov 21
3,Joyce Chepchumba,KEN,2.23.22,,1,London,Apr 18
4,Lidia Simon,ROU,2.23.24,,1,Osaka,Jan 31
5,Fatuma Roba,ETH,2.23.25,,1,Boston,Apr 19
6,Marleen Renders,BEL,2.23.58,,2,Berlin,Sep 26
7,Adriana Fernandez,MEX,2.24.06,,2,London,Apr 18
8,Katrin Dörre,GER,2.24.35,,1,Hamburg,Apr 25
9,Maria Manuela Machado,POR,2.25.09,,3,London,Apr 18
10,Lornah Kiplagat,KEN,2.25.29,,1,Amsterdam,Sep 17
11,Esther Wanjiru,KEN,2.25.40,,3,Osaka,Jan 31
12,Franziska Moser-Rochat,SUI,2.25.51,,2,Boston,Apr 19
13,Nicole Carroll,AUS,2.25.52,,4,London,Apr 18
14,Maria Guida,ITA,2.25.57,,1,Carpi,Oct 10
15,Margaret Okayo,KEN,2.26.00,,2,Chicago,Oct 24
16,Cristina Costea,ROU,2.26.11,,1,Paris,Apr 04
17,Kayoko Obata,JPN,2.26.18,,4,Osaka,Jan 31
18,Yuko Arimori,JPN,2.26.39,,3,Boston,Apr 19
19,Susan Chepkemei,KEN,2.26.40,,2,Rotterdam,Apr 18
20,Jong Song-Ok,PRK,2.26.59,,1,Sevilla,Aug 29
21,Ari Ichihashi,JPN,2.27.02,,2,Sevilla,Aug 29
22,Tomoe Abe,JPN,2.27.05,,6,Osaka,Jan 31
23,Svetlana Zakharova,RUS,2.27.08,,3,Berlin,Sep 26
24,Elana Meyer,RSA,2.27.17,,3,Chicago,Oct 24
25,Malgorzata Sobanska,POL,2.27.30,,4,Berlin,Sep 26
