rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yelena Gorchakova,URS,62.40,,Q,Tokyo,Oct 16
2,Elvira Ozolina,URS,61.38,,1,Kiev,Aug 27
3,Mihaela Penes,ROU,60.54,,1,Tokyo,Oct 16
4,Marta Rodas,HUN,58.27,,2,Tokyo,Oct 16
5,Anneliese Gerhards,FRG,57.66,,1,Ludwigshafen,Sep 27
6,Inge Schwalbe,GDR,57.42,,2,Berlin,Aug 23
7,Maria Moskalenko,URS,57.18,,Q,Kiev,Aug 27
8,Birute Kalediene,URS,56.61,,1,Kiev,Aug 9
9,Maria Diaconescu,ROU,56.08,,1,Bucharest,Aug 21
10,Marion Graefe,GDR,55.66,,1,Berlin,Sep 30
11,Ameli Koloska,FRG,55.03,,1,Wolfsburg,Oct 03
12,Helgard Richter,GDR,55.01,,1,Rostock,Jul 05
13,Varvara Gudimova,URS,54.93,,1,Novosibirsk,Jun 27
14,Susan Platt,GBR,54.81,,1,London,Aug 03
15,Galina Vysotskaya,URS,54.69,,1,Kremenchug,Sep 19
16,Rosemarie Schubert,GDR,54.66,,1,Leipzig,May 09
17,Valentina Popova,URS,54.63,,2,Moscow,Jul 04
18,Aldona Stanciute,URS,54.62,,1,Minsk,Sep 27
19,Rosemary Morgan,GBR,54.19,,1,Ilford,Apr 25
20,Svetlana Balva,URS,53.80,,1,Rostov,Sep 25
21,Ineze Jaunzeme,URS,53.79,,1,Gorkiy,Jul 14
22,Hiroko Sato,JPN,53.78,,1,Tachikawa,Apr 05
23,RaNae Bair,USA,53.65,,1,New York,Aug 08
24,Alevtina Kuhareva,URS,53.40,,1,Donetsk,Jul 12
25,Svetlana Krylova,URS,53.09,,1,Moscow,May 17
