rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Aleksandra Chudina,URS,52.75,,1,Moscow,Jul 7
2,Nadezhda Konyayeva,URS,52.26,,1,Kiev,Oct
3,Dana Zátopková,TCH,52.02,,1,Prague,Jun 13
4,Galina Zybina,URS,51.18,,1,Leningrad,May 17
5,Virva Aoveer,URS,49.62,,1,Krasnodar,Sep 23
6,Ludmila Vasilyeva,URS,49.07,,,,
7,Lyudmila Anokina,URS,48.50,,,Leningrad,Feb
8,Marlis Müller,FRG,47.69,,1,Pfungstadt,Jul 19
9,Maya Kudryavtseva,URS,47.66,,,,
10,Klavdiya Mayuchaya,URS,47.51,,,,
11,Lea Maremaae,URS,47.12,,,Budapest,Sep 20
12,Natalia Smirnitskaya,URS,46.98,,2,Nalchik,Oct 04
13,Marysza Ciach,POL,46.77,,1,Jena,Oct 01
14,Nina Andreyeva,URS,46.51,,,,
15,Erzsebeth Vigh,HUN,46.44,,1,Warsaw,Jul 19
16,Gisela Mayer,FRG,46.25,,1,Ludwigshafen,Jul 11
17,Fujie Abe,JPN,46.19,,1,Tokyo,Jul 03
18,Jutta Krüger,FRG,45.95,,2,Augsburg,Jul 26
19,Libuse Zakova,TCH,45.94,,2,Prague,Jul 12
20,Zoya Kurdyukova,URS,45.88,,,,
21,Yelena Gorchakova,URS,45.71,,,,
22,Ksawera Kowalewska,POL,45.59,,2,Warsaw,Jul 19
23,Analiese Reimesch,ROU,45.58,,1,Bucharest,Aug 30
24,Anni Rättyä,FIN,45.27,,1,Nivala,Jun 25
25,Edelgard Anhoff,FRG,45.05,,1,Chemnitz,Oct 11
