rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ellen Braumüller,GER,42.28,,P,Magdeburg,Aug 2
2,Liesel Schumann,GER,40.93,,1,Budapest,May 3
3,Ottilie Fleischer,GER,39.92,,2,Hannover,Aug 23
4,Dicky Leonhardt,NED,39.07,,1,Ryswyk,Aug 30
5,Käthe Krauss,GER,37.91,,1,Dresden,Sep 19
6,Augustine Hargus,GER,37.59,,1,Hamburg,Jul 12
7,Luise Krüger,GER,37.33,,1,Wien,Jul 14
8,Käthe Alpen,GER,37.02,,2,Hamburg,Jul 12
9,Elaine Gütschow,GER,37.00,,2,Dresden,Sep 19
10,Maria Kwasniewska,POL,36.60,,1,Krolewska Huta,Aug 9
11,Ruth Becker,GER,36.54,,2,Berlin,Jul 12
12,Thea Kurze,GER,36.50,,,Hamburg,Jul 26
13,Herma Bauma,AUT,36.31,,1,Wien,Jun 4
14,Schwarze,GER,36.23,,2,Wien,Jul 24
15,Ethel Catherwood,CAN,36.17,,1,Toronto,Aug 01
16,Hilde Reichwein,GER,36.11,,2,Berlin,Sep 06
17,Marie-Elise Richters,GER,35.80,,,Pleusburg,Aug 30
18,Ruth Svedberg,SWE,35.67,,1,Jönköping,Aug 08
19,Gloria Russell,USA,35.66,,1,San Francisco,Jun 06
20,Irmgard Westkott,GER,35.48,,2,Darmstadt,Jul 12
21,Lydia Raudsepp,EST,35.43,,1,,
22,Lillian Copeland,USA,35.39,,1,Jersey City,Jul 25
23,Käthe Graul,GER,35.35,,1,Duisburg,Jul 12
23,Gerda Link,GER,35.35,,2,Duisburg,Jul 12
25,Karin Hagen-Illgen,GER,35.33,,1,Erfurt,Jul 12
